# minor-satchel-of-plenty · de · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: de
# source_sha256: e2172e177076742f0754408e4040206b59916ac2710cf91f6947d8ae11852316
# title: Tasche der Fülle
# nav_label: Tasche der Fülle
# description: Tasche der Fülle (Satchel of Plenty), ein kleines Arkanum aus Stonetop: eine perlenbestickte Tasche voller Herbstgeister, die ein Jahr lang täglich Proviant spendet.
PAGE	522
H3	Eine perlenbestickte Tasche
P	◇, <i>magisch</i>
P	Aus dickem, steifem Leder und mit unglaublich feiner Perlenstickerei verziert. Das Muster zeigt einen früchtebeladenen Baum, der allerlei Wild, Feldfrüchte und Getreide beschirmt. Die Einzelheiten ändern sich oft, wenn du nicht hinsiehst.
P	Die Tasche beherbergt eine Reihe von Geistern des Herbstes und der Fülle. Um die Geheimnisse der Tasche zu entschlüsseln und die Hilfe der Geister zu gewinnen, musst du …
C	… eine gewaltige, gefährliche Menge Alkohol trinken.
C	… sturzbetrunken mit den gebundenen Geistern Zwiesprache halten (<b>Instinkt</b> aufrichtig und unbeholfen fürsorglich und freigebig zu sein) und ihre Freundschaft gewinnen.
C	… die Tasche mit 1 Überschuss an frisch geernteten Lebensmitteln füttern (was eigentlich unmöglich hineinpassen dürfte, es aber tut).
H3	Tasche der Fülle
P	Wenn du <b><i>die Tasche mit 1 Überschuss an frisch</i></b> <b><i>geernteten Lebensmitteln fütterst</i></b>, passt er hinein, obwohl er es nicht dürfte. Bis zur Ernte im nächsten Herbst liefert die Tasche jeden Tag 1 Anwendung Proviant. Er ist frisch und nahrhaft, aber jedes Mal anders (und ganz und gar nicht das, womit du die Tasche gefüttert hast).
P	<b>1d6</b> Das heutige Essen ist …
P	1 Ausgesprochen unangenehm, muss gekocht werden
P	2 Fad, aber erträglich, muss gekocht werden
P	3 Köstlich, muss gekocht werden
P	4 Ausgesprochen unangenehm, sofort essbar
P	5 Fad, aber erträglich, sofort essbar
P	6 Köstlich, sofort essbar
P	Wenn du <b><i>an einem Tag mehr als 1 Anwendung Proviant</i></b> <b><i>aus der Tasche nimmst</i></b>, liefert sie bis zu 10 Anwendungen, bringt aber nichts mehr hervor, bis du sie im nächsten Herbst wieder fütterst.
