# Plaster of Joining · Book II, p. 526 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	526
H3	A fine ceramic urn
P	◇ <b>,</b> <i>beautiful</i><b>,</b> <i>fragile</i><b>,</b> <i>magical</i>
P	A jar of fine pottery, the size of a small cookpot.
P	Its glaze is a wondrous blend of patterns and sheens. The lid fits snugly, though it's clumsy to manipulate and tricky to open once closed.
P	You get the feeling it was made for much bigger hands than yours.
P	To unlock the secrets of the urn, you must...
C	… commune with the chthonic spirit that dwells within (<b>Instinct</b> to hoard secrets).
C	… convince it to teach you both the secret recipe and song required to make its magic work.
C	… acquire the reagents required for the recipe (Value 1).
C	… manage to sing the secret song for a day and night, without pause.
H3	Plaster of Joining
P	Uses ◇◇◇
P	When you <b><i>pour water, a pinch of blood, and special reagents (Value 1) into the urn and sing over</i></b> <b><i>it for a full day and night</i></b>, the urn gains 1 use (3 uses max) of plaster.
P	When you <b><i>use the plaster to join two or more pieces</i></b> <b><i>of stone, rock, or crystal</i></b> and let the plaster set for a few hours, the pieces will fuse together. Different materials will show a natural, gradient seam.
P	Similar materials will fuse together seamlessly.
P	A single use of the plaster can cover an area up to a few inches wide and tall. Multiple uses can join together larger pieces of stone. Unused plaster will last indefinitely as long as the urn stays sealed.
