# Groundskimmer · Book II, p. 532 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	532
H3	An odd conveyance
P	<i>large, magical, fragile</i>
P	It's like two of those canoes they use in Marshedge, but bigger and with big fins at the back.
P	They're linked with timbers and a platform set on top. One canoe boasts a tall spire, snapped in half, a torn triangle of cloth still attached. Much of the wood is rotted. The canoes are banded in aetherium, weighed down with stones.
P	You suspect this is some sort of vehicle, but to unlock its mysteries you…
C	… need a skilled carpetenter, good timber (Value 2), a new sail (Value 1), and a season spent on repairs.
C	… risk damaging it further, and/or having it/the aetherium float away.
C	… must attune to the aetherium, so as to control how much it hovers.
C	… and another must spend a season learning to sail the thing, risking injury and damage to the craft.
H3	Groundskimmer
P	<i>large, magical, dangerous,</i> requires a crew of 2 The groundskimmer can carry about as much as a fully-loaded wagon. When you <b><i>grasp the tiller</i></b> <b><i>and focus</i></b>, you can adjust how much the craft's aetherium repels the earth. When you <b><i>properly</i></b> <b><i>adjust it to match its current load</i></b>, it hovers a few feet above the earth and can sail across the landscape. In a good wind at a safe pace, it can cover the breadth of the Flats in ~8 hours. Sailing into the wind is much slower, and requires a zig-zag course.
P	Bad weather, high speed, flying too high, rough terrain, dodging obstacles, damage, impact, and sudden changes in load all involve Defying Danger (by you/your crew/your passengers).
P	Sailing the Great Wood is impossible (too dense). Going offroad in the Steplands, Foothills, or mountains is suicidal; even sticking to the Makers' Roads in those regions is dangerous.
