# Satchel of Plenty · Book II, p. 522 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	522
H3	A beaded satchel
P	◇, <i>magical</i>
P	Made of thick, stiff leather and decorated with impossibly fine beadwork. The pattern shows a fruit-laden tree sheltering various game and produce and grains. The specifics often change when you aren't looking.
P	The satchel is home to a number of spirits of autumn and plenty. To unlock the satchel's secrets and gain the spirits' aid, you must…
C	… imbibe a prodigious, dangerous quantity of alcohol.
C	… while thoroughly drunk, commune with the tethered spirits (<b>Instinct</b> to be genuinely, awkwardly caring and giving) and win their friendship.
C	… feed the satchel 1 Surplus of freshly harvested foodstuffs (which shouldn't possibly fit, but does).
H3	Satchel of Plenty
P	When you <b><i>feed the satchel 1 Surplus of freshly</i></b> <b><i>harvested foodstuffs</i></b>, it fits even though it should not. Until next autumn's harvest, the satchel will provide 1 use of provisions each day. They are fresh and nourishing, but different each time (and not at all what you fed the satchel).
P	<b>1d6</b> today's food is...
P	1 Actively unpleasant, needs cooking
P	2 Bland but tolerable, needs cooking
P	3 Delicious, needs cooking
P	4 Actively unpleasant, ready to eat
P	5 Bland but tolerable, ready to eat
P	6 Delicious, ready to eat
P	When you <b><i>draw more than 1 use of provisions</i></b> <b><i>from the satchel in a given day</i></b>, it provides up to 10 uses but will produce no more until you feed it again next autumn.
