# Cold Mind, Iron Body · Book II, p. 526 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	526
H3	A length of prayer beads
P	◇ <b>,</b> <i>magical</i><b>,</b> <i>beautiful</i>
P	A cord almost 10 feet long, strung with bronze beads. Each bead is carved with a different glyph and a figure in a unique meditative pose.
P	If you run your fingers along the beads, you feel a sense of stillness—but also a merciless weight of judgement.
P	To unlock the secrets of the prayer beads, you must...
C	… decipher the Rime Lord glyphs embossed upon the beads.
C	… learn the meditative chants that accompany the beads (from a trove of knowledge or someone who knows).
C	… spend a season in isolation, naked and fasting, meditating with the prayer beads, risking illness, accident, and misadventure.
H3	Cold Mind, Iron Body
P	Preparation ◇◇◇
P	When you <b><i>Bolster by spending downtime in isolation, fasting, and meditation with the prayer beads</i></b>, hold Preparation (as per the Bolster move).
P	While you <b><i>hold at least 1 Preparation</i></b>, you require only an hour of sleep each night, can endure cold weather without <i>warm</i> clothing, and need not consume supplies or provisions when traveling or making camp. After about ten days of such hard living, lose 1 Preparation.
P	Also, you can spend 1 Preparation to:
B	Add +1 to any roll, after it is made (maximum +1 per roll)
B	Clear a debility, or refuse to mark one
B	Perform a feat of extreme endurance
B	Ignore harm from a source of elemental energy (fire, cold, lightning, etc.)
