# Call of the Hunt · Book II, p. 523 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	523
H3	A wolf pelt
P	<i>magical</i>, <i>warm</i>
P	It must have been a majestic beast, finely preserved with pale stones for eyes and a clip to wear it like a hooded cape. But no matter how you scrub, the red stains never come off its teeth.
P	The pelt is home to a powerful spirit, not just of a wolf but of The Hunt itself. To unlock its secrets, you must…
C	… hunt a beast by moonlight, alone, while wearing the pelt.
C	… tear out its liver with your bare hands or teeth and eat it, raw.
H3	Call of the Hunt
P	When you <b><i>howl at the rising moon, face smeared</i></b> <b><i>in blood and wearing only the pelt</i></b>, you take on the aspect of a wolf and call a pack to your side.
P	Name your quarry and roll...
E	+1 if you have their scent;
E	+1 if they are alone, but -1 if not; and
E	-1 if they would not fear a pack of wolves.
P	<b>On 7+</b>, you corner your prey and deal 2d6+4 damage (<i>messy</i>) before the pack disperses and you cast off your wolf-self; <b>on a 10+</b>, also pick 1;
P	<b>on a 7-9</b>, also pick 2.
B	Your pack savages one or more innocents
B	You suffer 2d6+4 <i>messy</i> damage yourself
B	Your instinct becomes "to act like a bloodthirsty wolf" until you Level Up.
P	<b>On a 6-</b>, your prey eludes you and you must still pick 2 from the list above.
P	32
