# Hand of Aals Sannan · Book II, p. 536 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	536
H3	A mummified hand
P	◇, <i>magical, fragile</i>
P	Found in an engraved lead box, this grisly relic is adorned with three golden rings (Value 2).
P	Each ring has an empty setting, as though it was meant to hold a stone. Only dark, rust-like flakes remain.
P	The hand still thrums with unholy vitality. To unlock its mysteries, you must...
C	… learn the name of the sorcerer whose hand this was.
C	… learn the words of power and the process below.
C	… on three seperate nights, soak a different piece of red crystal (Value 1) in a bowl of your own fresh blood (5 HP, mark a debility), chanting words of power throughout the night, and then set the still-dripping crystal in one of the rings that adorn the hand.
H3	Hand of Aals Sannan
P	When you (and only you) <b><i>touch the hand and</i></b> <b><i>speak the name of Aals Sannan,</i></b> all three crystals dim and the power of the long-dead sorcerer infuses you. Reset your HP to max, clear your debilities, and heal any problematic wounds (if you were dying, you no longer are). Also, mark one:
P	◇ Part of your look changes, to be more like Aals Sannan.
P	◇ Your instinct changes, to something more cynical/manipulative/ambitious.
P	◇ Your heart hardens towards someone you care about, so that you see them now as only a tool or a threat.
P	When <b><i>all three have been marked</i></b>, the three crystals crumble to dust. Clear all three marks but their effects remain. Also, clear the last three check boxes on the front of this card. Until you replace all three crystals, you can't use this arcanum.
