# Wishing Candles · Book II, p. 530 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	530
H3	A vellum scroll
P	◇, <i>fragile</i>
P	A remarkably supple scroll, given its age, found in an ivory tube. It bears writing in a strange alphabet, penned in a dark red ink. There are diagrams, too. You think it might be some sort of recipe? Or spell? Maybe both?
P	To unlock the secrets of this scroll, you must…
C	… determine the scroll's origin and be able to read the author's language.
C	… break the cipher in which the recipe is encoded.
C	… acquire the recipe's unusual and unsavory ingredients (Value 1).
C	… spend a few days practicing the incantation, risking a mistake on your first attempt, with potentially disastrous results.
H3	Wishing Candles
P	Uses: ◇◇◇◇◇
P	When you <b><i>spend a few days following the unsavory recipe from the scroll</i></b> (Value 1), gain 1d4+1
P	Wishing Candles.
P	When you <b><i>burn a Wishing Candle and utter the</i></b> <b><i>ugly incantation</i></b>, say what you wish to acquire:
P	it will come into your possession soon. Roll the Die of Fate to learn the cost. If it was an item of Value 1 or less, roll twice and take your pick.
P	1d6 cost
P	1 The crops fail/2d4 Surplus is lost
P	2 One of the village's resources or assets is lost/stolen/ruined/etc.
P	3 A neighbor takes seriously ill or suffers a freak accident/loss
P	4 Weird events plague the village; panic looms
P	5-6 No cost to speak of, this time
