# Shell Game of Souls · Book II, p. 510 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	510
H3	Carvings in a cave
P	At the bottom of a sinkhole is a limestone cave.
P	A moldering skeleton slumps against one wall, showing signs of having been hanged. Yet carved into the cave walls are runes, caked over with mineral deposits.
P	You can study the runes and learn the secrets they contain, but...
C	… you must carefully restore the runes over a few weeks of work.
C	… you risk ruining them as you work.
C	… you must decipher the old writings, which are similar to Stone Lord runes.
C	… it will then take a few days of study.
H3	Shell Game of Souls
P	Souls (max CON): ◇◇◇
P	When you <b><i>touch a dying, intelligent being, speaking their name and words of binding</i></b>, roll +INT:
P	<b>on a 10+</b>, you bind their soul to your flesh; <b>on a</b> <b>7-9</b>, you bind their soul but weaken yours—reduce your max HP by 1d4+1.
P	Your flesh can bind a number of souls equal to your CON. They manifest in dreams and struggle for control when your mind or body are weak. Write their names here:
P	When you <b><i>roll a 6- on Death's Door</i></b>, you can release a bound soul to go through the Last Door in your place. If you do, you survive as if you rolled a 7-9. Your body, though, still bears the marks of that which would have killed you.
