# Ice Weaving · Book II, p. 515 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	515
H3	An oversized codex
P	<i>immobile</i>, <i>fragile</i>
P	A book, about 2 feet by 3 feet, just over 6 inches tall when closed. The cover is made of silvery cedarwood planks. The sheets are made of fine vellum, stretched from the hides of some enormous beast.
P	The pages are full of calligraphy, large and precise, with many diagrams showing meditative poses and strange geometric patterns related to heat, water, and ice.
P	To unlock the codex's mysteries, you must…
C	… decipher the script, written in a form of the Rime Lords' alphabet.
C	… spend months studying the text and practicing the techniques therein.
C	… risk permanently damaging your health as you master them.
H3	Ice Weaving
P	When you <b><i>will dark ice to form</i></b>, lose 1 HP, +1
P	HP for each of the following you desire:
B	It's enough to make a small wall or encase a person (else, it's ◇◇ at most)
B	It's hard as stone
B	It's solid to spirits, able to block/harm/ hinder them Then, roll +CON: <b>on a 10+</b>, pick 2; <b>on a 7-9</b>, pick 1, or pick 2 and lose 2 more HP.
B	It forms quickly, even violently (else, it takes minutes, even hours)
B	It forms at up to <i>near</i> range (else, it forms at only <i>hand</i> range)
B	Its shape is as intricate as you can imagine (else, it's just a crude block)
P	The ice persists until it's broken, melted by intense heat, or you let it melt. You cannot regain the spent HP while it persists.
