# Sublime Words · Book II, p. 533 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	533
H3	A prospector's tale
P	"An Ustrina once offered me a mirror, a flawless thing framed in gold. It showed <i>me</i>, but… a better me, you see? They said who made it, one of the Forge Lords, I think? Said she 'poured her Sublime Words into it,' whatever that means. I couldn't pay their price. But I'll never forget that mirror, or how it made me feel."
P	That old man turned up dead, but you suspect there's some truth to his story. To unlock its mysteries, you must...
C	… be proficient with some art or craft (pottery, weaving, smithing, etc.).
C	… find an Ustrina able and willing to teach you the Sublime Words.
C	… spend a season studying with the Ustrina, practicing the Words.
C	… risk never mastering the Words, or permanently harming your voice.
H3	Sublime Words
P	◇ raspy voice, ◇ coughing fits, ◇ mute
P	When you <b><i>spend supplies (Value 2) and a full</i></b>
P	<b><i>season a-crafting, chanting the Sublime Words</i></b>
P	<b><i>all the while,</i></b> roll +WIS. No matter what, you've damaged your voice (mark a status above) but made a thing of true beauty (Value 4). <b>On a 10+</b>, pick 1, or 2 and further damage your voice; <b>on a</b> <b>7-9</b>, pick 1 and further damage your voice.
B	Its beauty will persist through the ages
B	It eases pain and lifts grief
B	It inspires others to better themselves
P	<b>On a 6-</b>, it stokes greed in those who see it and fear in those who own it, worse if those qualities were already there. Expect bloodshed.
P	When you <b><i>rest your voice for a season</i></b> (no shouting, little talking, not using the Sublime Words), clear one status above.
P	52
