# The Flesh Is Like Clay · Book II, p. 528 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	528
H3	A creepy cave
P	There's a cave somewhere—somewhere that the light never shines—where the walls are roiling formations, slick and wet, glinting with veins of red crystal that no longer glows. The stone undulates in the flickering torchlight. Yes, yes, that must be it... a trick of the light, nothing more.
P	The cave bears the lingering taint of a Thing Below, but has been cut off from its power. To unlock its secrets, you must…
C	… learn the name of the Thing Below that once corrupted this place.
C	… stay here in absolute darkness for at least a full day, despite the nightmares and hallucinations that try your soul.
C	… bring a still-living, warm-blooded being to the cave and spill its life's blood on the stones while intoning the name of the Thing Below that once touched this unholy place.
H3	The Flesh Is Like Clay
P	When you <b><i>cruelly kill a warm-blooded being</i></b> <b><i>in the cave,</i></b> one of similar size to yourself, and <b><i>smear both its blood and yours upon the stones,</i></b> mark 1:
C	Gain unholy resilience: increase your max HP by 2 and gain +1 armor against anything but bronze.
C	Gain one of your victim's physical traits (their strength, their speed, their looks, their strong heart, etc.).
C	Heal yourself of a permanent injury (regrowing a limb, removing a scar, fixing a bad knee, etc.).
P	<b><i>Each time you use this power</i></b>, mark all three debilities. With each use, some of the red crystal vanishes from the cave. After the third use, the crystal and the cave's power are gone.
