# Horn of Storms · Book II, p. 535 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	535
H3	A fine drinking horn
P	◇, <i>beautiful, magical</i>
P	You got it off a stranger. Like, maybe on a bet, or in a contest, or as a gift in return for some kindness. Or maybe you took it without his consent? Regardless, he seemed a bit coy about the horn, almost glad to let you have it. And just before you parted ways, you noticed the missing finger on his left hand.
P	Since then, the horn has seemed to call to you, daring you to drink heavily from it. To unlock its mysteries, you must...
C	… fill it with whisky or a similarly potent spirit.
C	… drink the contents in a single pull (mark <i>dazed</i>).
C	… risk blacking out, acting the fool, or at least marking more debilties.
C	… survive the storm you summon as a result (see reverse).
H3	Horn of Storms
P	When you <b><i>get yourself good and drunk from the</i></b> <b><i>horn,</i></b> mark a debility. You call up a storm, centered on your location. Roll four d4s. For each additional debility you mark, roll an extra d4.
P	<b><i>Until the storm passes</i></b>, you can't clear debilities.
P	Assign one d4 to each of the following:
P	____ <b>Onset: 1</b> = next day; <b>2-3</b> = in a few hours; <b>4</b> = within the hour.
P	____ <b>Intensity: 1</b> = dangerous to be out in;
P	<b>2-3</b> = damages weak structures; <b>4</b> = lays waste to weak structures and damages sturdy ones.
P	____ <b>Reach: 1</b> = a mile or so; <b>2-3</b> = a dozen miles or so; <b>4</b> = dozens or scores of miles.
P	____ <b>Duration</b> (once it gets going)<b>: 1</b> = less than an hour; <b>2-3</b> = a few hours; <b>4</b> = a day or so.
P	56
