# Aetherium Spear · Book II, p. 531 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	531
H3	A corroded spearhead
P	◇ <b>,</b> <i>magical</i>
P	Hidden away in some vault or cave or Maker-ruin is a length of copper, heavily corroded and coated with chunks of verdigris. If you squint, you vaguely make out the shape of a spearhead.
P	Oh, and are those the faint traces of runes?
P	To unlock the secrets of this ancient weapon, you must…
C	… carefully clean away the corrosion with proper chemics, without destroying the runes as you do so.
C	… decipher the runes and how they are meant to be charged.
C	… infuse the restored spearhead with lightning.
C	… mount the spearhead on a shaft of birchwood.
C	… soak the spearhead in your own blood, to claim its power as yours.
H3	Aetherium Spear
P	◇, <i>close</i>, <i>thrown, magical,</i> +1 damage
P	When you <b><i>Clash with the aetherium spear and</i></b> <b><i>get a 7+</i></b>, you can mark a debility to blast your foe with lightning, dealing +1d6 damage (<i>forceful</i>, <i>loud</i>).
P	When you point the aetherium spear at your foes and bellow a thunderous warcry, mark a debility and unleash a blast of lightning (<i>far</i>, <i>area</i>, <i>forceful</i>, <i>loud</i>, <i>dangerous</i>), rolling +STR to Let Fly instead of +DEX (and you cannot choose to deplete ammo). <b>On a 6-</b>, in addition to whatever else the GM says, the spearhead is drained of power and the birchwood shaft is reduced to cinders—clear the last 3 check boxes on the front of this card.
