# Convocation of the Soil · Book II, p. 524 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	524
H3	A sunken tablet
P	<i>immobile</i>
P	A big old chunk of stone, maybe 5 feet across, covered in mud and algae. There are Maker-runes on it, barely visible. Runes for the earth, and spirits, and rejuvenation.
P	The tablet reveals the workings for a ritual, which you can learn if you…
C	… extract the tablet from the muck.
C	… carefully clean it.
C	… decipher the Maker-runes.
C	… study the runes for a few weeks.
C	… practice casting the spell, at the risk of harming the nearby soil or waking something dangerous from the earth.
H3	Convocation of the Soil
P	When you <b><i>spill your blood on the soil and speak</i></b> <b><i>the words of convocation</i></b>, the spirits of the soil will stir and wake, filling the soil with life and energy and nutrients.
P	When you <b><i>cast this spell on the fields in early</i></b> <b><i>spring, spilling a scary amount of your blood</i></b>, mark all three debilities and lose all but 1 HP.
P	If the steading spends 1 Surplus to plant in the fallow fields, this autumn's harvest will generate
P	1d4+1 extra Surplus.
P	However, you must roll +WIS: <b>on a 10+</b>, there is no consequence; <b>on a 7-9</b>, before midsummer, you must water the soil with the lifeblood of a large, healthy beast (like a horse, mule, wisent, or aurochs) or else the extra crops will fail and the extra Surplus will be lost; <b>on a 6-</b>, the spell works but you stir some dangerous spirit or growth from the soil, or set free some evil imprisoned in the earth.
