# Fetch's Mask · Book II, p. 529 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	529
H3	A disturbing mask
P	◇ if stowed; <i>magical</i> This stiff, leathery mask looks a bit like melted wax. A large pearlescent sphere is embedded in the forehead. It seems to whisper as you move to put it on.
P	There's more to this mask than meets the eye. To unlock its secrets, you must…
C	… don the mask while alone, and wear it unseen for a night and a day.
C	… watch someone unnoticed for a few hours, while you wear the mask.
C	… tell the mask a secret, something no one else knows about you (tell the GM and other players what it is).
C	… tell the mask another person's secret, something that you've promised never to tell (tell the GM and other players what it is).
H3	Fetch's Mask
P	Ken ◇◇◇
P	When you <b><i>wear the mask and eat someone's hair,</i></b> <b><i>blood, fingernail, etc.</i></b>, you and the mask become their flawless double until the next sunrise or you remove the mask.
P	When you <b><i>interact with an NPC known to</i></b> <b><i>whoever's visage you wear</i></b>, roll +CHA: <b>on a 10+</b>, hold 3 Ken; <b>on a 7-9</b>, hold 1 Ken; <b>on a 6-</b>, they are deeply suspicious. While interacting with them, spend Ken 1-for-1 to ask the GM:
B	What do they expect me to do/say?
B	What do they hope/want from me?
B	What secret do I keep from them?
P	When you <b><i>remove the mask after wearing</i></b> <b><i>someone's visage</i></b>, roll +CON: <b>on a 10+</b>, it hurts but comes off okay; <b>on a 7-9</b>, your face is raw and painful, mark a debility; <b>on a 6-</b>, lose 1d4 HP, mark a debility, and the mask leaves lasting, distinctive scars.
