# Void Elemental · Book II, p. 539 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	539
H3	An oversized crown
P	◇, <i>beautiful, magical, fireproof</i>
P	A circlet of black, glossy metal set with eight spires of aetherium. It's sized for a head maybe twice as large as yours, and is always a bit chill to the touch. Even cast into the hottest furnace, it will not melt nor even heat.
P	When you <b><i>touch the crown with bare flesh and</i></b> <b><i>open your mind</i></b>, you can speak to the primordial spirit to which the crown is attuned. But to fully unlock the mysteries of this crown, you must…
C	… risk your sense of self as you commune with this spirit of the void.
C	… learn the Words of Being, which will force the spirit to manifest.
C	… learn the Words of Unbeing, which will send the spirit home.
C	… convince the spirit to manifest and then successfully dismiss it.
H3	Void Elemental
P	Loyalty: ◇◇◇
P	When you <b><i>touch the crown and speak the Words</i></b> <b><i>of Being</i></b>, the spirit manifests. Treat it as a follower, with 3 Loyalty to start (it can never gain more). When you <b><i>touch the crown and chant</i></b> <b><i>the Words of Unbeing</i></b>, the spirit can return to the void—if it wants.
ICON	icons/spirit.svg
H3	Void elemental
P	<i>Spirit, primordial, confused, angry</i>
P	<b>HP</b> 15; <b>Armor</b> 1 (lacks organs)
P	<b>Damage</b> void touch 1d10 w/advantage (<i>hand</i>, <i>grabby</i>, ignores armor)
P	<b>Special qualities</b> immune to most harm <b>Instinct</b> to rage at all the noise and chaos
P	• Manifest as a black hole in reality
P	• Snuff out a source of energy
P	• Become confused, unsure what to do
P	<b>HP</b>
P	Starts at 15
