# Bronze Protector · Book II, p. 533 (top)
# Generated by the extractor — fix the extractor, not this file.
PAGE	533
H3	A metal man
P	<i>magical</i>, <i>fragile</i>
P	A bronze statue, but not really a statue, more like bits of armor cleverly joined around a skeleton of interlocking pipes. And the "chest" is less a breastplate than a little potbelly stove. Intricate runes are barely visible under the thing's patina.
P	It's dented, cracked, and torn apart, but a careful search will turn up all the pieces.
P	This is clearly no mere statue, but to unlock its mysteries you need to…
C	… repair the body, taking a full season for an <i>exceptional</i> smith (Value 3).
C	… spend a few weeks repairing the runes, risking a mistake that makes them ineffective or unstable.
C	… convince your own hearth's spirit to inhabit the stove and animate the construct.
H3	Bronze Protector
P	Readiness: ◇◇◇◇
P	As long as <b><i>fire burns in in the stove-like chest</i></b>, the hearth spirit will animate the construct. Treat it as a follower.
ICON	icons/construct.svg
H3	Bronze protector
P	<i>Construct, spirit, durable, vigilant,</i> <i>overbearing, mute, gullible</i>
P	<b>HP</b> 13; <b>Armor</b> 3 (metal)
P	<b>Damage</b> pummel 1d8 (<i>hand</i>)
P	<b>Special qualities</b> fireproof; holds +1 Readiness on a 7+ to Defend; requires a smithy and tools to regain HP <b>Instinct</b> to be overzealous in guarding you
P	• Loom menacingly, belching smoke
P	• Start fires, cause collateral damage
P	• Run low on fuel
P	<b>Cost</b> profuse gratitude (Loyalty: ◇◇◇ )
P	<b>HP</b>
P	Starts at 13
