# Unliving Chimera · Book II, p. 524 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	524
H3	A rusty cauldron
P	<i>immobile, magical</i>
P	Big enough for a grown man to crawl inside, pitted and scratched, engraved with whorly rune-like patterns. The whole thing is caked with rust. At least, you hope that's rust.
P	The thing has a sinister feel, and you can sense its power. To unlock the cauldron's mysteries, you must…
C	… thoroughly scrub the rust from the cauldron.
C	… spend seven nights sleeping in the cauldron, dreaming foul dreams, marking a debility each time.
C	… boil the bones of a beast that you honestly loved or valued, mixing in some of your fresh blood.
C	… bring the wretched thing that arises under your control.
H3	Unliving Chimera
P	When you <b><i>boil the bones of beasts in the cauldron</i></b> <b><i>and stir in your own fresh blood,</i></b> mark up to 3 debilities. An unliving chimera rises from the cauldron. Treat it as a follower, with a tag for each beast whose bones you used (<i>bear-like</i>, <i>owl-like</i>, etc.).
P	For each debility you marked, pick 1:
B	It is stable (else, it falls apart in a day)
B	It is not <i>clumsy</i>
B	Replace its instinct with "to shun light"
ICON	icons/undead.svg
H3	Unliving chimera
P	<i>Undead, construct, terrifying, clumsy</i>
P	<b>HP</b> 3; <b>Armor</b> 4 (0 vs. bronze)
P	<b>Damage</b> varies d6 (<i>hand</i>, maybe others)
P	<b>Instinct</b> to get confused and lash out
P	• Do something one of its component beasts could do
P	• Moan, wretchedly and disturbingly
P	<b>Cost</b> lots of fresh blood (Loyalty ◇◇◇ )
