# Thunderbolt Bow · Book II, p. 532 (bottom)
# Generated by the extractor — fix the extractor, not this file.
PAGE	532
H3	A bow with no string
P	◇, <i>magical</i>
P	A short flatbow made of pale blue metal, rigid and gracefully curved even though it's unstrung.
P	There aren't even hooks where you <i>could</i> attach a string.
P	It seems to be of little use, but there is more to this bow than meets the eye. To unlock its mysteries, you must…
C	… acquire a glove of aetherium, properly attuned to the bow.
C	… learn the secret word that activates the bow.
C	… charge the bow with lightning, risking harm to the bow or yourself.
C	… spend a few weeks practicing, risking all manner of collateral damage in the process.
H3	Thunderbolt Bow
P	◇, <i>far</i>, <i>forceful</i>, <i>magical</i>, <i>loud</i>, <i>reload</i>, ignores armor, ◇ plenty left, low ammo, all out ◇◇
P	When you <b><i>speak the secret word</i></b>, the bow activates and hums ominously. When you then <b><i>wear the aetherium glove and grasp where the</i></b> <b><i>string should be</i></b>, a crackling line of lightning appears between the horns.
P	When you <b><i>draw back the lightning</i></b>, a thunderbolt forms where an arrow should be. It manifests over the course of a deep breath, after which you can Let Fly.
P	You must charge the bow with lightning to replenish its ammo.
P	When you <b><i>draw back the lightning for at least</i></b> <b><i>ten deep breathes</i></b>, deplete your ammo. Your next shot deals +1d4 damage (+<i>area</i>, +<i>dangerous</i>), but if you roll snake eyes to Let Fly, the bow explodes (3d6 damage, <i>reach</i>, <i>area</i>, <i>forceful</i>, <i>loud</i>).
