# minor-darkwalker-cloak · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 8ac78e1f14b557df9963a575256b7d19a6ea1144456c83edcbac938390b56a57
# title: O Manto do Andarilho das Trevas
# nav_label: O Manto do Andarilho das Trevas
# description: O Manto do Andarilho das Trevas (Darkwalker Cloak), arcano menor de Stonetop: uma pele negra esfarrapada que, alimentada de sangue, transforma quem a veste numa nuvem de sombra.
PAGE	528
H3	Um manto de pele esfarrapado
P	◇ <b>,</b> <i>quente</i><b>,</b> <i>mágica</i>
P	A pele de alguma fera desconhecida de pelo negro. As cerdas são duras e o ar por perto está sempre gelado.
P	Quando você <b><i>veste o manto</i></b>, suporta até o frio mais cortante e enxerga na sombra mais escura, mas a luz forte machuca seus olhos e o calor até de uma fogueira é quase insuportável.
P	Há mais nesta pele esfarrapada, com certeza. Para desvendar seus segredos, você precisa…
C	… vesti-la sem parar por sete dias e sete noites.
C	… espreitar uma fera de sangue quente numa noite sem lua, lambuzando a pele com o sangue dela.
C	… sofrer (ou infligir a si mesmo) um ferimento grave enquanto veste a pele, encharcando-a com seu próprio sangue fresco.
H3	O Manto do Andarilho das Trevas
P	Cargas ◇◇◇◇
P	Quando você <b><i>abre as próprias veias e encharca a</i></b> <b><i>pele com seu próprio sangue fresco,</i></b> perca 1d8 HP e marque uma debilidade. Se o manto não tiver Carga alguma, ele ganha 1d4 Cargas. As cicatrizes do ferimento são de um branco vivo e nunca somem.
P	Quando você <b><i>sofre um golpe ou ferimento físico enquanto</i></b> <b><i>veste o Manto do Andarilho das Trevas</i></b>, ele perde 1 Carga e você se transforma numa nuvem de sombra. Você não sofre dano algum e pode esvoaçar e voar por alguns segundos antes de se refazer. Tudo o que você toca nessa forma sombria fica coberto de geada. Este efeito não ocorre se a pele não tiver Cargas.
P	Quando <b><i>a luz direta do sol ou uma luz sagrada toca o</i></b> <b><i>Manto do Andarilho das Trevas,</i></b> ou <b><i>alguém além de você o veste</i></b>, ele perde todas as Cargas.
