# minor-baleful-utterance · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 8742d561268dea99e5ba8be2dc82641c2cfd72ffb8fff8d40c4f2a95fbf4f62e
# title: A Palavra Funesta
# nav_label: A Palavra Funesta
# description: A Palavra Funesta (Baleful Utterance), arcano menor de Stonetop: uma palavra sussurrante presa num círculo de runas que, pronunciada, desfaz qualquer objeto.
PAGE	530
H3	Uma… palavra sussurrante?
P	<i>mágica</i><b>,</b> <i>imóvel</i><b>,</b> <i>aterrorizante</i>
P	Escondida do sol, num círculo de runas, há uma... palavra?... flutuando no ar. Retorcendo-se e contorcendo-se, ansiosa por se libertar, ela sussurra promessas de poder. Mas as runas ao redor enchem você de pavor.
P	Para desvendar seus segredos, você precisa…
C	… dominar o medo e se obrigar a agarrá-la e tomá-la para dentro de você.
C	… aguentar firme enquanto ela atormenta seu corpo e sua alma, tentando desfazê-lo (2d6 de dano, <i>sujo</i>, ignora armadura).
C	… passar semanas isolado, envolvendo a mente na palavra terrível que agora vive na sua cabeça.
C	… correr o risco de corromper o lugar e destruir seus pertences ou qualquer outra coisa por perto enquanto pratica pronunciar a palavra terrível em voz alta.
H3	A Palavra Funesta
P	Quando você <b><i>pronuncia a palavra terrível</i></b>, nomeie um objeto que sua voz alcance — ele se despedaça, se desfia ou é desfeito de outra forma.
P	Depois role +CON: <b>com 10+</b>, escolha 1; <b>com 7-9</b>, escolha 1 e o mestre escolhe outra; <b>com 6-</b>, escolha 1, além do que mais o mestre disser; <b>de todo modo</b>, se o item destruído era <i>indestrutível</i>, escolha mais 1.
B	Sua garganta arde e sua língua cria bolhas; marque <i>abatido</i>, e você mal consegue sussurrar por alguns dias.
B	Seus ouvidos e os de todos que ouviram a palavra começam a sangrar (1d4 de dano, ignora armadura, surdez temporária).
B	1d4 outros objetos à escolha do mestre também se despedaçam/se desfiam/são desfeitos.
B	Este lugar é corrompido pelas Coisas de Baixo; se já estava corrompido, piora; caso contrário, torna-se agora um lugar evitado, de inquietação e desassossego.
