# minor-make-pliant-the-stone · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: ac4fc700bfc59b84c1f1deba10f5ade21b8f93ac98e32c02d6ebc96a20322ed2
# title: Amolecer a Pedra
# nav_label: Amolecer a Pedra
# description: Amolecer a Pedra (Make Pliant the Stone), arcano menor de Stonetop: um sino de vidro dos Construtores cujo toque amolece pedra, cristal e vidro para serem moldados.
PAGE	525
H3	Um sino de vidro dos Construtores
P	◇◇ <b>,</b> <i>indestrutível</i><b>,</b> <i>mágica</i><b>,</b> <i>barulhento</i><b>,</b> <i>perigosa</i>
P	Um cilindro de cerca de 1,2 metro de comprimento por 8 centímetros de largura, com o vidro surpreendentemente fino. Ele soa com um toque rico e sonoro quando percutido de leve. Percutido com firmeza, o som é quase ensurdecedor e faz surgir um padrão ondulante na superfície da pedra, do cristal ou do vidro comum por perto.
P	O sino é uma ferramenta poderosa, se você conseguir desvendar seus segredos. Para isso…
C	… segure-o com firmeza e desfira um golpe sólido e poderoso, rolando +CON: <b>com 10+</b>, você conseguiu; <b>com 7-9</b>, marque uma debilidade e precisará tentar de novo; <b>com 6-</b>, pergunte ao mestre o que dá terrivelmente errado.
C	… passe uma semana mais ou menos aprendendo a controlar o toque do sino.
C	… você arrisca dano permanente à audição e estragos grandes em tudo o que estiver por perto enquanto pratica.
H3	Amolecer a Pedra
P	Quando você <b><i>percute o sino com força e impõe</i></b> <b><i>sua vontade para manter a mão firme nele</i></b>, marque uma debilidade e role +CON.
P	<b>Com 10+</b>, você mantém o controle e o sino soará por cerca de um minuto. Enquanto soa, qualquer pedra, cristal ou vidro que você tocar com o sino fica macio e maleável, fácil de moldar e modelar. Quanto mais longo o contato, mais material amolece. Ele recupera a dureza quando o som para, mas mantém o formato que estiver.
P	<b>Com 7-9</b>, escolha 1:
B	Manter o controle como no 10+, mas você precisa se entregar por inteiro ao esforço — marque outra debilidade
B	Perceber que não consegue controlá-lo e abafar o sino antes que cause qualquer dano (diga como)
P	36
