# minor-runes-of-creation · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 3374e5b375c6943ced33e796b912f1dd30079ba1b73c5ca6c813bb1f0c7e7fa3
# title: As Runas da Criação
# nav_label: As Runas da Criação
# description: As Runas da Criação (Runes of Creation), arcano menor de Stonetop: runas e Palavras Silenciosas de uma caixa-quebra-cabeça que remodelam a matéria a um custo perigoso.
PAGE	539
H3	Uma caixa-quebra-cabeça de metal
P	◇, <i>indestrutível</i>
P	Um cubo de 15 centímetros de metal cinza fosco, coberto de dobradiças, botões, mostradores, cursores, alavancas e afins. Uma obra de gênio insano, que resiste a toda tentativa de abri-la à força bruta.
P	Para desvendar seus mistérios, você precisa...
C	… rolar +INT para abrir a caixa: <b>com 10+</b>, leva alguns dias mexendo nela; <b>com 7-9</b>, leva algumas semanas obsessivas; <b>com 6-</b>, está além de você.
C	… passar uma estação decifrando os símbolos gravados no interior.
C	… arriscar nunca conseguir decifrar os símbolos e/ou desenvolver alguma esquisitice mental ao fazê-lo.
C	… entrar em comunhão com um espírito primordial e aprender com ele as Palavras Silenciosas.
C	… passar algumas semanas praticando o feitiço, arriscando todo tipo de dano e estrago colateral.
H3	As Runas da Criação
P	Quando você <b><i>inscreve com cuidado num objeto as</i></b> <b><i>runas da criação</i></b>, escolha 1 efeito desejado:
B	Ele fluirá para qualquer forma que você imaginar
B	Ele se tornará <i>indestrutível</i>
B	Ele se tornará <i>belo</i>
B	Ele arderá com um calor terrível (1d10 de dano, <i>sujo</i>), ainda que só por um instante
P	Quando você <b><i>pronuncia a Palavra Silenciosa que completa</i></b> <b><i>o feitiço</i></b> (alcance <i>longe</i>), marque uma debilidade enquanto forças elementais correm por você até o objeto. O efeito funciona, mas role +CON: <b>com 10+</b>, escolha 1; <b>com 7-9</b>, escolha 1 e o mestre escolhe outra; <b>com 6-</b>, as 3.
B	Marque outra debilidade & perca 1d10 HP
B	Os elementos se descontrolam, provocando um incêndio/terremoto/avalanche/tempestade etc.
B	O efeito dura só enquanto você se concentra nele, e depois o objeto é danificado de um modo à escolha do mestre 64
