# minor-thunderbolt-bow · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 5146230ac1ac533ed051ae2a06ef4b5a47f8067e52b187ae4c80ad6ad7627690
# title: O Arco do Trovão
# nav_label: O Arco do Trovão
# description: O Arco do Trovão (Thunderbolt Bow), arcano menor de Stonetop: um arco de metal sem corda que dispara raios quando empunhado com a luva de etério.
PAGE	532
H3	Um arco sem corda
P	◇, <i>mágica</i>
P	Um arco curto e achatado de metal azul-claro, rígido e graciosamente curvo mesmo sem corda.
P	Não há sequer ganchos onde você <i>poderia</i> prender uma corda.
P	Parece ter pouca serventia, mas há mais neste arco do que se vê. Para desvendar seus mistérios, você precisa…
C	… conseguir uma luva de etério, devidamente sintonizada com o arco.
C	… descobrir a palavra secreta que ativa o arco.
C	… carregar o arco com um raio, arriscando dano ao arco ou a si mesmo.
C	… passar algumas semanas praticando, arriscando todo tipo de estrago colateral no processo.
H3	O Arco do Trovão
P	◇, <i>longe</i>, <i>contundente</i>, <i>mágica</i>, <i>barulhento</i>, <i>recarga</i>, ignora armadura, ◇ bastante munição, pouca munição, esgotada ◇◇
P	Quando você <b><i>pronuncia a palavra secreta</i></b>, o arco se ativa e zumbe de forma sinistra. Quando você então <b><i>veste a luva de etério e agarra onde a</i></b> <b><i>corda deveria estar</i></b>, uma linha crepitante de raio surge entre as pontas.
P	Quando você <b><i>puxa o raio para trás</i></b>, um trovão se forma onde deveria estar a flecha. Ele se manifesta no tempo de uma respiração funda, depois da qual você pode Disparar.
P	Você precisa carregar o arco com um raio para repor sua munição.
P	Quando você <b><i>puxa o raio para trás por pelo menos</i></b> <b><i>dez respirações fundas</i></b>, esgote sua munição. Seu próximo tiro causa +1d4 de dano (+<i>área</i>, +<i>perigosa</i>), mas se você tirar dois uns ao Disparar, o arco explode (3d6 de dano, <i>alcance</i>, <i>área</i>, <i>contundente</i>, <i>barulhento</i>).
