# minor-impudent-polymorph · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 4e7804894a74f9bb105560f216a485ad14208cdc4a1c689887f7d3f87d1abbb9
# title: A Metamorfose Impudente
# nav_label: A Metamorfose Impudente
# description: A Metamorfose Impudente (Impudent Polymorph), arcano menor de Stonetop: um jarro de teixo que prende o espírito de um Senhor Verde obrigado, a contragosto, a mudar a sua forma.
PAGE	525
H3	Um grande jarro de madeira
P	◇◇ <b>,</b> <i>volumoso</i><b>,</b> <i>frágil</i><b>,</b> <i>mágica</i>
P	Com 75 centímetros de altura e entalhado em teixo, com uma tampa em forma de leão chifrudo e selada com cera.
P	Sua superfície está rachada e cravejada de lascas de cristal vermelho. Quando você o toca, sente uma grande irritação e só uma pontinha de medo.
P	Para desvendar os mistérios do jarro, você precisa…
C	… lavar sua superfície com seu próprio sangue fresco (perca 1d10 HP e marque uma debilidade).
C	… entrar em comunhão com o espírito do arrogante Senhor Verde a quem este jarro está preso.
C	… aprender a usar os cristais vermelhos para atormentar o espírito do Senhor Verde.
C	… convencer o espírito preso do Senhor Verde a mudar sua forma.
P	Se <b><i>o jarro for aberto</i></b>, toda a sua magia se perde.
H3	A Metamorfose Impudente
P	Ira ◇◇◇◇◇◇◇◇◇
P	Quando você <b><i>interrompe a vida após a morte idílica do</i></b> <b><i>Senhor Verde preso ao jarro e exige que ele</i></b> <b><i>mude sua forma,</i></b> descreva a mudança e escolha quantas ousar:
B	A mudança dura o quanto você quiser (caso contrário, dura até você tirar 6- num movimento)
B	A mudança é rápida e fácil (caso contrário, leva minutos ou até horas)
B	Você se adapta depressa à nova forma (caso contrário, marque uma debilidade)
B	Escolha 2 dos seus atributos; troque os valores deles até a mudança acabar Depois role +CHA: <b>com 10+</b>, o espírito realiza a mudança, exatamente como você pediu; <b>com 7-9</b>, ele realiza a mudança, mas você ganha Ira igual ao número de escolhas que fez; <b>com 6-</b>, o espírito se rebela e atormenta seu corpo, causando 1d10 de dano por Ira que você guarda. Se sobreviver, limpe toda a Ira.
