# minor-cold-mind-iron-body · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 2ec884aaa4d10c054e5918043da576e12fc29e02a1fd523c755f1542f1aec28b
# title: Mente Fria, Corpo de Ferro
# nav_label: Mente Fria, Corpo de Ferro
# description: Mente Fria, Corpo de Ferro (Cold Mind, Iron Body), arcano menor de Stonetop: um cordão de contas de oração dos Senhores da Geada que, com meditação, dá resistência sobre-humana.
PAGE	526
H3	Um cordão de contas de oração
P	◇ <b>,</b> <i>mágica</i><b>,</b> <i>bela</i>
P	Um cordão de quase três metros, com contas de bronze enfiadas. Cada conta é entalhada com um glifo diferente e uma figura numa pose meditativa única.
P	Se você passar os dedos pelas contas, sente uma sensação de quietude — mas também um peso impiedoso de julgamento.
P	Para desvendar os segredos das contas de oração, você precisa...
C	… decifrar os glifos dos Senhores da Geada gravados em relevo nas contas.
C	… aprender os cânticos meditativos que acompanham as contas (num acervo de conhecimento ou com alguém que os conheça).
C	… passar uma estação isolado, nu e em jejum, meditando com as contas de oração, arriscando doença, acidente e desventura.
H3	Mente Fria, Corpo de Ferro
P	Preparação ◇◇◇
P	Quando você <b><i>se Fortalece passando o tempo livre isolado, em jejum e meditando com as contas de oração</i></b>, guarde Preparação (conforme o movimento Fortalecer-se).
P	Enquanto <b><i>guardar pelo menos 1 de Preparação</i></b>, você só precisa de uma hora de sono por noite, suporta o frio sem roupas <i>quentes</i> e não precisa consumir suprimentos ou provisões ao viajar ou acampar. Depois de uns dez dias dessa vida dura, perca 1 de Preparação.
P	Além disso, você pode gastar 1 de Preparação para:
B	Somar +1 a qualquer rolagem, depois de feita (máximo de +1 por rolagem)
B	Limpar uma debilidade, ou recusar-se a marcar uma
B	Realizar um feito de resistência extrema
B	Ignorar dano de uma fonte de energia elemental (fogo, frio, raio etc.)
