# minor-satchel-of-plenty · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: e2172e177076742f0754408e4040206b59916ac2710cf91f6947d8ae11852316
# title: A Bolsa da Fartura
# nav_label: A Bolsa da Fartura
# description: A Bolsa da Fartura (Satchel of Plenty), arcano menor de Stonetop: uma bolsa bordada com espíritos do outono que, alimentada na colheita, fornece comida todos os dias.
PAGE	522
H3	Uma bolsa bordada de contas
P	◇, <i>mágica</i>
P	Feita de couro grosso e rígido e decorada com um trabalho de contas incrivelmente fino. O padrão mostra uma árvore carregada de frutos abrigando caça, produtos da terra e grãos variados. Os detalhes mudam com frequência quando você não está olhando.
P	A bolsa abriga vários espíritos do outono e da fartura. Para desvendar os segredos da bolsa e ganhar a ajuda dos espíritos, você precisa…
C	… ingerir uma quantidade prodigiosa e perigosa de álcool.
C	… completamente bêbado, entrar em comunhão com os espíritos amarrados a ela (<b>Instinto</b> ser sinceramente e desajeitadamente carinhoso e generoso) e conquistar a amizade deles.
C	… alimentar a bolsa com 1 de Excedente de alimentos recém-colhidos (que não deveriam caber, mas cabem).
H3	A Bolsa da Fartura
P	Quando você <b><i>alimenta a bolsa com 1 de Excedente de alimentos</i></b> <b><i>recém-colhidos</i></b>, tudo cabe, ainda que não devesse. Até a colheita do próximo outono, a bolsa fornecerá 1 uso de provisões por dia. São frescas e nutritivas, mas diferentes a cada vez (e nada parecidas com o que você deu à bolsa).
P	<b>1d6</b> a comida de hoje é...
P	1 Francamente desagradável, precisa ser cozida
P	2 Sem graça, mas tolerável, precisa ser cozida
P	3 Deliciosa, precisa ser cozida
P	4 Francamente desagradável, pronta para comer
P	5 Sem graça, mas tolerável, pronta para comer
P	6 Deliciosa, pronta para comer
P	Quando você <b><i>tira mais de 1 uso de provisões</i></b> <b><i>da bolsa num mesmo dia</i></b>, ela fornece até 10 usos, mas não produzirá mais nada até você alimentá-la de novo no próximo outono.
