# minor-heliors-shining-ring · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 45da0e9ca0f589cb3939676ae9a47168ca89e0a544b241458f19edd8c44ac5e8
# title: O Anel Reluzente de Helior
# nav_label: O Anel Reluzente de Helior
# description: O Anel Reluzente de Helior (Helior's Shining Ring), arcano menor de Stonetop: um anel de ouro que guarda a luz do dia e brilha com luz sagrada nas trevas.
PAGE	516
H3	Um anel de ouro
P	<i>mágica</i>
P	Esta aliança simples de ouro capta a luz e reluz, mesmo no escuro. Sua mera presença enche as pessoas de bem de paz e esperança, e os servos das trevas de ódio invejoso.
P	Você pode desvendar os segredos deste anel, mas primeiro precisa…
C	… usar o anel sem parar por 40 dias, testemunhando o nascer do sol a cada dia.
C	… realizar um ato de caridade usando o anel, um que mude a vida de quem o recebe.
C	… participar do culto devoto e correto a Helior.
H3	O Anel Reluzente de Helior
P	Luz do dia: ◇◇◇
P	Quando você <b><i>passa boa parte de um dia usando</i></b> <b><i>o anel e cultuando Helior sob o sol pleno</i></b>, guarde 1 de Luz do dia.
P	Quando você <b><i>usa o anel nas sombras ou no escuro</i></b> <b><i>e gasta 1 de Luz do dia</i></b>, o anel emite uma luz sagrada (<i>próximo</i>, <i>área</i>) que é dolorosa de olhar para as criaturas das trevas. Ele brilha por algumas horas, até você apagá-lo, ou até outro efeito (como as Invocações do Portador da Luz) consumir seu combustível ou apagá-lo.
P	Infelizmente, enquanto brilha, o anel também reluz como um farol psíquico, alertando os servos das trevas num raio de quilômetros sobre sua presença e sua localização.
