# minor-opening-the-way · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 27eb42b8ac31eb1208c4715f84daab1e345c0984da62fa44a675b5e875b63881
# title: Abrir o Caminho
# nav_label: Abrir o Caminho
# description: Abrir o Caminho (Opening the Way), arcano menor de Stonetop: um feitiço traçado com cinábrio em pó que liga dois portais antigos e permite atravessar de um ao outro.
PAGE	517
H3	Uma missiva gasta pelo tempo
P	<i>frágil</i>
P	Uma carta em papiro desbotado e esburacado, escrita numa forma arcaica do Sulino. Ela convida “Boas” a visitar “pelo seu portal mais próximo”, com instruções e um círculo de sigilos arcanos. “Pergunte por Calcus quando chegar.”
P	Para desvendar os mistérios destes portais, você precisa…
C	… traduzir o dialeto arcaico.
C	… encontrar um portal (além do retratado na missiva).
C	… descobrir como “invocar o axioma do contágio local”.
C	… conseguir uma bolsa de cinábrio em pó ◇ (1d4+8 usos, Valor 2).
C	… tentar lançar o feitiço pela primeira vez, arriscando errar o lançamento.
H3	Abrir o Caminho
P	◇ bolsa de cinábrio em pó (◇◇◇◇◇◇◇◇◇◇◇◇ usos, Valor 2)
P	Quando você <b><i>usa tinta de cinábrio em pó para</i></b> <b><i>traçar com cuidado os sigilos de um portal dentro dos</i></b> <b><i>sigilos permanentes de outro e então invoca</i></b> <b><i>o axioma do contágio local</i></b>, abre-se uma passagem entre os portais, que permanece até você sair da presença deles ou dispensar o axioma. Os sigilos que você traçou então desaparecem. A passagem pelos portais costuma ser segura e instantânea.
P	Quando você <b><i>fica diante de um portal e mantém os</i></b> <b><i>sigilos de outro portal perfeitamente na mente</i></b>, marque uma debilidade para manifestar esses sigilos como linhas de luz brilhante. Quando você <b><i>então invoca o</i></b> <b><i>axioma do contágio local</i></b>, role +INT: <b>com 10+</b>, os portais se abrem, mas se fecham assim que sua concentração vacila; <b>com 7-9</b>, como no 10+, mas só se você marcar outra debilidade; <b>com 6-</b>, marque uma debilidade e desmaie de esforço.
P	20
