# minor-unliving-chimera · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 0ee8ebf89a532ca42c4593e9ba1456cd185ac3dbb0223592faddbf06bdb681eb
# title: A Quimera Sem Vida
# nav_label: A Quimera Sem Vida
# description: A Quimera Sem Vida (Unliving Chimera), arcano menor de Stonetop: um caldeirão enferrujado que ferve ossos de feras amadas e ergue deles um servo desajeitado.
PAGE	524
H3	Um caldeirão enferrujado
P	<i>imóvel, mágica</i>
P	Grande o bastante para um homem adulto entrar rastejando, esburacado e arranhado, gravado com padrões espiralados parecidos com runas. A coisa toda está incrustada de ferrugem. Pelo menos, você espera que seja ferrugem.
P	A coisa tem um ar sinistro, e você sente o poder dela. Para desvendar os mistérios do caldeirão, você precisa…
C	… esfregar bem a ferrugem do caldeirão até tirá-la.
C	… passar sete noites dormindo dentro do caldeirão, sonhando sonhos imundos, marcando uma debilidade a cada vez.
C	… ferver os ossos de uma fera que você honestamente amou ou estimou, misturando um pouco do seu sangue fresco.
C	… trazer a coisa miserável que se erguer para debaixo do seu controle.
H3	A Quimera Sem Vida
P	Quando você <b><i>ferve ossos de feras no caldeirão</i></b> <b><i>e mistura seu próprio sangue fresco,</i></b> marque até 3 debilidades. Uma quimera sem vida se ergue do caldeirão. Trate-a como seguidora, com uma etiqueta para cada fera cujos ossos você usou (<i>ursina</i>, <i>corujina</i> etc.).
P	Para cada debilidade que marcou, escolha 1:
B	Ela é estável (caso contrário, se desfaz num dia)
B	Ela não é <i>desajeitada</i>
B	Substitua o instinto dela por “evitar a luz”
ICON	icons/undead.svg
H3	Quimera sem vida
P	<i>Morta-viva, constructo, aterrorizante, desajeitada</i>
P	<b>HP</b> 3; <b>Armadura</b> 4 (0 contra bronze)
P	<b>Dano</b> varia d6 (<i>mão</i>, talvez outras)
P	<b>Instinto</b> confundir-se e atacar
P	• Fazer algo que uma das feras que a compõem faria
P	• Gemer, de forma miserável e perturbadora
P	<b>Custo</b> muito sangue fresco (Lealdade ◇◇◇ )
