# minor-void-elemental · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: a5b7491de500480f8caea17236bd08daec503d089f0d2cf902849bd36d89d1f1
# title: O Elemental do Vazio
# nav_label: O Elemental do Vazio
# description: O Elemental do Vazio (Void Elemental), arcano menor de Stonetop: uma coroa de etério que chama um espírito primordial do vazio — furioso com todo o ruído do mundo.
PAGE	539
H3	Uma coroa grande demais
P	◇, <i>bela, mágica, à prova de fogo</i>
P	Um diadema de metal negro e lustroso, cravejado de oito pontas de etério. Foi feito para uma cabeça talvez duas vezes maior que a sua, e está sempre um pouco frio ao toque. Mesmo lançado na fornalha mais quente, não derrete nem esquenta.
P	Quando você <b><i>toca a coroa com a pele nua e</i></b> <b><i>abre a mente</i></b>, consegue falar com o espírito primordial ao qual a coroa está sintonizada. Mas para desvendar por completo os mistérios desta coroa, você precisa…
C	… arriscar seu senso de identidade ao entrar em comunhão com este espírito do vazio.
C	… aprender as Palavras do Ser, que obrigarão o espírito a se manifestar.
C	… aprender as Palavras do Não Ser, que mandarão o espírito para casa.
C	… convencer o espírito a se manifestar e depois dispensá-lo com sucesso.
H3	O Elemental do Vazio
P	Lealdade: ◇◇◇
P	Quando você <b><i>toca a coroa e pronuncia as Palavras</i></b> <b><i>do Ser</i></b>, o espírito se manifesta. Trate-o como seguidor, com 3 de Lealdade para começar (ele nunca pode ganhar mais). Quando você <b><i>toca a coroa e entoa</i></b> <b><i>as Palavras do Não Ser</i></b>, o espírito pode voltar ao vazio — se quiser.
ICON	icons/spirit.svg
H3	Elemental do vazio
P	<i>Espírito, primordial, confuso, furioso</i>
P	<b>HP</b> 15; <b>Armadura</b> 1 (sem órgãos)
P	<b>Dano</b> toque do vazio 1d10 com vantagem (<i>mão</i>, <i>agarrador</i>, ignora armadura)
P	<b>Qualidades especiais</b> imune à maior parte do dano <b>Instinto</b> enfurecer-se com todo o ruído e o caos
P	• Manifestar-se como um buraco negro na realidade
P	• Apagar uma fonte de energia
P	• Ficar confuso, sem saber o que fazer
P	<b>HP</b>
P	Starts at 15
