# minor-old-mothers-wine · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 2a1fb6bb8a668b001934fcc1a2ed1b87ae5aeb910ca76991fe2a3012dab29ad3
# title: O Vinho da Velha Mãe
# nav_label: O Vinho da Velha Mãe
# description: O Vinho da Velha Mãe (Old Mother's Wine), arcano menor de Stonetop: uma receita de vinho de sabugueiro comprada com memórias, que abre os olhos para a magia dos Fae.
PAGE	509
H3	Um livrinho estranho
P	<i>frágil</i>
P	Um pequeno manual escrito no que parecem ser folhas maleáveis. Está redigido na escrita comum, mas numa sequência estranhamente poética de sílabas sem sentido.
P	O manual revela a receita de um vinho de sabugueiro transbordante de magia Fae, mas para aprender a receita você precisa...
C	… de ajuda de um poeta Fae, ou talvez de alguém do Povo da Floresta; ou...
C	… arriscar errar a receita, envenenando ou amaldiçoando quem beber o vinho que você fizer.
H3	O Vinho da Velha Mãe
P	Memórias perdidas: ◇◇◇◇◇◇
P	Quando você <b><i>sacrifica uma memória a um sabugueiro</i></b> <b><i>carregado de frutos</i></b>, conte para nós do que você abriu mão. Marque 1 memória perdida e role 1d6; se tirar menos que suas memórias perdidas, mude seu instinto e limpe suas marcas.
P	Quando você <b><i>colhe os frutos e passa uma estação</i></b> <b><i>fazendo vinho com eles</i></b>, ganhe um odre de Vinho da Velha Mãe (5 usos, mágica).
P	Quando você <b><i>fica alegre com o Vinho da Velha Mãe</i></b>, gaste um uso. Por uma noite e um dia, seus olhos se abrem para a magia Fae, ou seja:
B	Você vê a verdade por trás das ilusões e encantos dos Fae
B	Você é imune aos encantamentos dos Fae
B	Você pode entrar livremente nos domínios Fae e trilhar os caminhos Fae
B	O tempo passa normalmente para você enquanto estiver nos domínios Fae
