# minor-the-flesh-is-like-clay · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: a646473d865f407fe74be39aeab2c295a62736990923692ba512f7e0749d871f
# title: A Carne É Como Barro
# nav_label: A Carne É Como Barro
# description: A Carne É Como Barro (The Flesh Is Like Clay), arcano menor de Stonetop: uma caverna maculada por uma Coisa de Baixo onde o sangue derramado remodela o corpo de quem mata.
PAGE	528
H3	Uma caverna sinistra
P	Há uma caverna em algum lugar — algum lugar onde a luz nunca chega — em que as paredes são formações ondulantes, lisas e úmidas, cintilando com veios de cristal vermelho que já não brilham. A pedra ondula à luz trêmula da tocha. Sim, sim, deve ser isso... um truque de luz, nada mais.
P	A caverna carrega a mácula remanescente de uma Coisa de Baixo, mas foi cortada do poder dela. Para desvendar seus segredos, você precisa…
C	… descobrir o nome da Coisa de Baixo que um dia corrompeu este lugar.
C	… ficar aqui na escuridão absoluta por pelo menos um dia inteiro, apesar dos pesadelos e alucinações que põem sua alma à prova.
C	… trazer à caverna um ser de sangue quente ainda vivo e derramar o sangue de sua vida sobre as pedras, entoando o nome da Coisa de Baixo que um dia tocou este lugar profano.
H3	A Carne É Como Barro
P	Quando você <b><i>mata com crueldade um ser de sangue quente</i></b> <b><i>na caverna,</i></b> de tamanho parecido com o seu, e <b><i>lambuza as pedras com o sangue dele e com o seu,</i></b> marque 1:
C	Ganhe uma resistência profana: aumente seus HP máximos em 2 e ganhe +1 de armadura contra tudo que não seja bronze.
C	Ganhe um dos traços físicos da sua vítima (a força dela, a velocidade, a aparência, o coração forte etc.).
C	Cure-se de um ferimento permanente (fazendo um membro crescer de novo, sumindo com uma cicatriz, consertando um joelho ruim etc.).
P	<b><i>Cada vez que usa este poder</i></b>, marque as três debilidades. A cada uso, parte do cristal vermelho some da caverna. Depois do terceiro uso, o cristal e o poder da caverna acabam.
