# minor-flaming-sword · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 61007e396dda1a172bb1cb4589484548a027f8d49c7d40d86f0751366e7df02a
# title: A Espada Flamejante
# nav_label: A Espada Flamejante
# description: A Espada Flamejante (Flaming Sword), arcano menor de Stonetop: uma lâmina restaurada com um espírito de fogo dentro, que arde cada vez mais forte — e queima quem a empunha.
PAGE	534
H3	Uma lâmina de aço enferrujada
P	◇, <i>perto</i>, <i>rústico</i>
P	Foi claramente, um dia, uma lâmina muito fina. O aço traz um padrão de espirais que parecem runas, ao menos onde a ferrugem não tomou conta. O punho está enegrecido, com vestígios de tiras de couro que há muito queimaram. O metal é quente ao toque, como se tivesse ficado horas ao sol de verão.
P	Para desvendar os mistérios desta arma, você precisa...
C	… restaurar a lâmina, o que exige acesso a uma forja, algumas semanas de trabalho e não pouca habilidade.
C	… entrar em comunhão com o espírito de fogo dentro do aço (<b>Instinto</b> buscar a glória) e convencê-lo de que você é digno de empunhar a lâmina.
C	… conseguir uma bainha que resista ao fogo e ao calor de uma forja.
H3	A Espada Flamejante
P	◇, <i>perto</i>, <i>bela</i>, +1 de dano, 1 perfurante
P	Ardor: ◇ nenhum, ◇ 1d4, ◇ 1d6, ◇ 1d8, ◇ 1d10
P	Quando você <b><i>invoca o espírito de fogo que há dentro,</i></b> a lâmina irrompe em chamas (+<i>mágica</i>, +<i>perigosa</i>) e lança luz (<i>alcance</i>, <i>área</i>). O punho esquenta; use luvas grossas!
P	Quando você <b><i>Cruza Lâminas com a Espada Flamejante</i></b>, depois de resolver o movimento e causar o dano, aumente o dado de Ardor em um passo.
P	Quando você <b><i>rola para fazer um movimento enquanto empunha</i></b> <b><i>a espada</i></b>, sofra dano igual ao dado de Ardor (ignora armadura).
P	Quando você <b><i>causa dano com a espada</i></b>, some o dado de Ardor.
P	Quando você <b><i>embainha a espada</i></b>, o fogo se apaga e não pode ser reaceso até o dado de Ardor voltar a nenhum.
P	Reduza o dado de Ardor uma vez por hora.
