# minor-goldleaf-cloak · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 0ffdc246939001d8a9fe743d0a27e8171dfed39a346cb88c5aef682be0075389
# title: O Manto de Folha Dourada
# nav_label: O Manto de Folha Dourada
# description: O Manto de Folha Dourada (Goldleaf Cloak), arcano menor de Stonetop: uma folha gigante do Carvalho Dourado curtida em manto que protege a vitalidade e devolve a vida.
PAGE	517
H3	Uma folha gigante de carvalho
P	◇, <i>mágica</i>
P	Com cerca de 1,8 metro de comprimento, cerosa e rígida, reluzindo com uma iridescência dourada. Será mesmo uma folha do Carvalho Dourado?
P	Você pode transformar a folha num manto maravilhoso, mas para isso precisa...
C	… aprender os segredos de sua confecção (com um Fae, um espírito do ermo ou talvez um servo favorito de Danu).
C	… curtir a folha com uma mistura de água de cal, guano de corvo, cérebro de urso-das-cavernas e seu próprio sangue.
C	… mandar ajustá-lo às suas medidas exatas por um alfaiate de habilidade <i>excepcional</i>.
H3	O Manto de Folha Dourada
P	◇, <i>quente</i>, <i>mágica</i>
P	Quando você <b><i>veste um manto de folha dourada que você mesmo</i></b> <b><i>curtiu e que foi ajustado às suas</i></b> <b><i>medidas exatas</i></b>, então tudo isto é verdade:
B	Você é imune a efeitos que drenam, roubam ou apagam sua vitalidade, energia ou força vital.
B	Você é imune a efeitos que acalmam ou embotam suas emoções.
B	Você fica cercado por um brilho dourado constante (<i>mão</i>, <i>área</i>), o que torna quase impossível se esconder.
P	Quando você <b><i>morre e é enterrado na terra,</i></b> <b><i>envolto no seu manto de folha dourada</i></b>, volta à vida como se tivesse sido enterrado nas raízes do Carvalho Dourado. Seu manto, porém, apodrece até virar húmus e farrapos.
