# minor-nerth-serpents-vigor · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 60c85c852075bce9d9a4c7bc86edf064a5d2d9cd0f93099ba53bfb54b15d94e4
# title: O Vigor da Serpente de Nerth
# nav_label: O Vigor da Serpente de Nerth
# description: O Vigor da Serpente de Nerth (Nerth Serpent's Vigor), arcano menor de Stonetop: uma trilha na Grande Mata que leva à Árvore de Nerth e ao coração ainda quente de sua serpente.
PAGE	516
H3	Uma trilha na mata
P	Bem no fundo da Grande Mata há uma pedra entalhada com os pictogramas rústicos do Povo da Floresta, mostrando uma trilha cheia de provações que leva a um grande poder.
P	Se você <b><i>partir pela trilha no solstício de verão,</i></b> pode desvendar seus mistérios, mas precisa...
C	… seguir os caminhos tortuosos em silêncio, até avistar o Cervo Branco.
C	… perseguir o Cervo por quilômetros e quilômetros, até ele levá-lo à Árvore de Nerth.
C	… lutar com a estranha serpente que vive na árvore (<i>Livro II</i>, página 371), esmagando a vida dela e comendo seu coração ainda quente.
P	Se várias pessoas seguirem a trilha num mesmo solstício de verão, só uma delas pode chegar à Árvore de Nerth.
H3	O Vigor da Serpente de Nerth
P	Vitalidade: ◇◇◇
P	Quando você <b><i>esmaga a vida da Serpente de Nerth</i></b> <b><i>e devora seu coração ainda quente</i></b>, guarde 3 de Vitalidade.
P	Enquanto guardar Vitalidade, você envelhece muito devagar.
P	Gaste Vitalidade, 1 por 1, para:
B	Ignorar um veneno, uma doença ou uma maldição
B	Sobreviver a um ferimento ou dano letal
B	Recuperar-se por completo de um ferimento ou incapacidade permanente (com alguns dias de descanso)
B	Realizar um feito de força, destreza ou resistência extraordinária
P	Cada vez que gastar Vitalidade, você manifesta uma marca permanente do ermo (chifres, pele coriácea, olhos de animal etc.), ou tal marca se acentua. Conte para nós qual é.
