# minor-ward-of-still-waters · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 197890ea2cfde61af3bd61249dd48a901e3e1e3585a461aa576eb0fa562368f1
# title: A Proteção das Águas Paradas
# nav_label: A Proteção das Águas Paradas
# description: A Proteção das Águas Paradas (Ward of Still Waters), arcano menor de Stonetop: um poço de magnetita nas colinas que desvia para si toda magia lançada sobre a sua mente.
PAGE	514
H3	Um poço natural e límpido
P	No alto das colinas, um riacho de neve derretida enche um poço fundo nas rochas antes de seguir adiante. No fundo do poço há um grande depósito de magnetita. Lâminas velhas e enferrujadas (muitas do tamanho de gigantes) podem ser vistas grudadas na magnetita.
P	Há magia aqui; para desvendar seus segredos, ou...
C	… passe uma semana mais ou menos fazendo experiências no poço e depois role +INT: <b>com 10+</b>, você descobre; <b>com 7-9</b>, sem sorte; <b>com 6-</b>, você é interrompido por um perigo; ou...
C	… consiga um relato em primeira mão dos poderes do poço em uso.
P	front 14 back Starts at 13
H3	A Proteção das Águas Paradas
P	Tensão: ◇◇◇◇◇◇◇
P	Quando você <b><i>se corta com ferro ou aço e joga</i></b> <b><i>o metal ensanguentado no poço</i></b>, cria um vínculo com as águas. Enquanto carregar consigo um frasco da água do poço, você está protegido pela proteção das águas paradas.
P	Quando você está assim protegido e <b><i>é alvo de magia</i></b> <b><i>que tenta perceber ou afetar seus pensamentos,</i></b> <b><i>suas ações ou suas emoções</i></b>, a magia tem como alvo as águas paradas do poço — possivelmente confundindo quem a lançou.
P	Cada vez que a proteção das águas paradas o protege, marque 1 de Tensão e depois role 1d6. Se o resultado for menor que sua Tensão atual, a água que você carrega perde a potência. Quando você <b><i>volta ao poço</i></b> <b><i>e renova seu vínculo</i></b>, limpe toda a Tensão.
