# minor-wishing-candles · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 029c63026acf019365bdb33cfd4907355535799a687e7e6e8149f8c3d322cd89
# title: As Velas dos Desejos
# nav_label: As Velas dos Desejos
# description: As Velas dos Desejos (Wishing Candles), arcano menor de Stonetop: velas feitas por uma receita sórdida que trazem o que você pedir — e cobram o preço da aldeia.
PAGE	530
H3	Um pergaminho de velino
P	◇, <i>frágil</i>
P	Um pergaminho notavelmente maleável para a idade, encontrado num tubo de marfim. Traz escrita num alfabeto estranho, redigida com tinta vermelho-escura. Há diagramas também. Você acha que talvez seja algum tipo de receita? Ou feitiço? Talvez os dois?
P	Para desvendar os segredos deste pergaminho, você precisa…
C	… determinar a origem do pergaminho e conseguir ler a língua do autor.
C	… quebrar a cifra em que a receita está codificada.
C	… conseguir os ingredientes estranhos e sórdidos da receita (Valor 1).
C	… passar alguns dias praticando o encantamento, arriscando um erro na primeira tentativa, com resultados potencialmente desastrosos.
H3	As Velas dos Desejos
P	Usos: ◇◇◇◇◇
P	Quando você <b><i>passa alguns dias seguindo a receita sórdida do pergaminho</i></b> (Valor 1), ganhe 1d4+1
P	Velas dos Desejos.
P	Quando você <b><i>queima uma Vela dos Desejos e pronuncia o</i></b> <b><i>encantamento sórdido</i></b>, diga o que deseja obter:
P	aquilo virá às suas mãos em breve. Role o Dado do Destino para saber o preço. Se era um item de Valor 1 ou menos, role duas vezes e escolha.
P	1d6 preço
P	1 As safras fracassam/2d4 de Excedente se perde
P	2 Um dos recursos ou bens da aldeia é perdido/roubado/arruinado etc.
P	3 Um vizinho adoece gravemente ou sofre um acidente/uma perda absurda
P	4 Eventos estranhos assolam a aldeia; o pânico se aproxima
P	5-6 Nenhum preço digno de nota, desta vez
