# minor-ffyrnig-tonic · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 0913f5061658f0fcb9c447c7ba1526ce830d30ab3beb5eff7f042c5afd2bcf85
# title: O Tônico de Ffyrnig
# nav_label: O Tônico de Ffyrnig
# description: O Tônico de Ffyrnig (Ffyrnig Tonic), arcano menor de Stonetop: uma receita antiga de raiz de ffyrnig em bile de javali que cura e enche de ímpeto imprudente.
PAGE	513
H3	Uma enorme esfera de madeira
P	<i>imóvel</i>
P	Meio enterrada e bastante coberta de mato, com cerca de 1,2 metro de diâmetro e pesando centenas de quilos.
P	Está estranhamente bem conservada e adornada com pictogramas intrincados. Algumas outras esferas apodrecem por perto.
P	Os pictogramas mostram uma espécie de receita, que você pode aprender, mas precisa...
C	… primeiro desenterrar e limpar a esfera.
C	… passar semanas estudando os glifos.
C	… conseguir um pouco de raiz de ffyrnig fresca.
C	… conseguir bile de um javali selvagem.
P	E então…
C	… você corre o risco de errar a receita, de forma letal.
H3	O Tônico de Ffyrnig
P	Quando você <b><i>conserva raiz de ffyrnig fresca numa suspensão de bile de javali por duas luas cheias</i></b>, ela se torna um odre de tônico de ffyrnig (3 usos, <i>mágica</i>).
P	Quando você <b><i>toma um gole de tônico de ffyrnig,</i></b> escolha 1:
B	Recuperar HP igual à metade do seu máximo
B	Limpar uma debilidade
P	Além disso, você tem vantagem na próxima rolagem para agir de forma ousada e física. Mas até realizar tal ação, tem desvantagem em quaisquer rolagens que
P	exijam paciência, cuidado ou reflexão.
P	Quando você <b><i>bebe um segundo gole de tônico de ffyrnig</i></b> <b><i>antes de dormir bem uma noite</i></b>, ele não tem efeito algum além de deixá-lo doente (marque uma debilidade).
P	12
