# minor-witch-bottle · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 4ed20d799cc5351828493b32378ac3fad0f211c83ff7382d2136e0f84d6f8f27
# title: A Garrafa da Bruxa
# nav_label: A Garrafa da Bruxa
# description: A Garrafa da Bruxa (Witch Bottle), arcano menor de Stonetop: uma garrafa de vidro prateado que dá poder sobre alguém — e devolve todos os tormentos se for quebrada.
PAGE	529
H3	Uma garrafa de vidro prateado
P	◇, <i>frágil</i>, <i>mágica</i>
P	Com cerca de 25 centímetros de altura, afunilada no topo, feita de vidro velho e empenado, atravessado por listras prateadas, como os rastros que as lesmas deixam. Os padrões no vidro parecem diferentes a cada vez que você olha, quase mudando enquanto você observa. Faz seus olhos lacrimejarem e sua cabeça girar.
P	Você pode desvendar os segredos desta velha garrafa de vidro, mas precisa ou…
C	… encontrar alguém que conheça seu funcionamento e convencê-lo a lhe ensinar; ou…
C	… encher a garrafa com água de nascente e cogumelos alucinógenos e deixá-la em infusão no escuro por quinze dias.
C	… beber o conteúdo e arriscar não aprender nada enquanto sofre com o enjoo e os pesadelos.
H3	A Garrafa da Bruxa
P	Influência ◇◇◇
P	Quando você <b><i>amarra fios de cabelo de alguém em volta de</i></b> <b><i>um item que essa pessoa fez ou possuiu, põe fogo neles</i></b> <b><i>e os deixa cair ainda em chamas dentro da garrafa vazia,</i></b> guarde 3 de Influência sobre ela. As brasas continuam a arder e brilhar até a Influência acabar. Gaste 1 de Influência enquanto pronuncia o nome verdadeiro dela para…
B	Distorcer os sentidos dela, fazendo-a perceber algo falso
B	Atormentá-la com pesadelos até que ela se lave na chuva ou na neve
B	Fazer uma emoção crescer no coração dela, possivelmente dominando-a Se a pessoa sobre quem você guarda Influência encontrar e quebrar a Garrafa da Bruxa, você mesmo sofrerá todos os tormentos que já infligiu com ela.
P	44
