# minor-the-silver-branch · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 88dbdbb19f445be3b72e015b265165d528372dff6428ba4189090648b9be3e18
# title: O Ramo de Prata
# nav_label: O Ramo de Prata
# description: O Ramo de Prata (The Silver Branch), arcano menor de Stonetop: um ramo de árvore prateada trazido de um domínio Fae que, ao tilintar, enche de êxtase quem o ouve.
PAGE	538
H3	Um mapa do tesouro
P	<i>frágil</i>
P	Um pedaço esfarrapado de pergaminho. Mostra um caminho a partir de um certo conjunto de pedras erguidas: por um pântano, rio acima, até um lugar atrás de uma cachoeira, e depois por uma floresta de árvores afiadas como espadas.
P	Glifos do Povo da Floresta estão rabiscados por toda parte, mas no fim: uma árvore prateada, e um X marcando o lugar.
P	Para desvendar os mistérios do mapa e reivindicar o prêmio no fim dele, você precisa...
C	… encontrar as pedras erguidas que marcam o início do caminho.
C	… seguir o mapa até a cachoeira.
C	… entrar no domínio Fae do outro lado.
C	… atravessar a floresta de árvores-espada.
C	… arriscar cair sob o feitiço soporífero da árvore prateada.
C	… arrancar um ramo da árvore prateada.
C	… conseguir voltar para casa.
H3	O Ramo de Prata
P	◇, <i>mágica</i>, <i>belo</i>
C	◇ fresco, ◇ murchando, ◇ nu Com pouco mais de meio metro, carregado de flores brancas e frutos dourados que tilintam. Surpreendentemente resistente, e permanece fresco indefinidamente, a menos que seus poderes sejam usados. Só um ramo desses pode deixar o domínio Fae por vez.
P	Quando você <b><i>faz o ramo de prata tilintar</i></b>, todos que o ouvem (<i>alcance</i>, <i>área</i>, exceto você) se enchem de êxtase e esquecem suas aflições por algumas horas. Role +CAR:
P	<b>com 10+</b>, escolha 1; <b>com 7-9</b>, escolha 1 e o mestre escolhe outra; <b>com 6-</b>, as 3.
B	O ramo começa a murchar; se já estava murchando, fica nu, com os poderes perdidos
B	Alguns (o mestre escolhe quem) ficam em êxtase por dias ou semanas, enfraquecendo e definhando nesse meio-tempo
B	Alguns (o mestre escolhe quem) ficam obcecados por ouvi-lo tilintar de novo
