# minor-song-of-the-dool-trees · pt-BR · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pt-BR
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: A Canção das Árvores Dool
# nav_label: A Canção das Árvores Dool
# description: A Canção das Árvores Dool (Song of the Dool Trees), arcano menor de Stonetop: uma flauta de osso e uma melodia cifrada que invocam um espírito dool para servi-lo.
PAGE	514
H3	Um pergaminho & uma flauta de osso
P	◇, <i>mágica</i>
P	Um pergaminho, escrito com letra apertada e numa grafia aparentemente sem sentido, com uma série de diagramas parecidos com gráficos. Vem acompanhado de uma flauta de osso (de um braço humano?). As notas se revelam uma cifra; o gráfico talvez seja a notação de uma canção.
P	Você pode desvendar os segredos do pergaminho e da flauta, mas…
C	… primeiro precisa decifrar as notas, o que levará algumas semanas de esforço.
C	… na primeira vez que usar a flauta, corre o risco de errar a música e irritar o espírito dool.
H3	A Canção das Árvores Dool
P	Quando você <b><i>fica entre árvores dool e toca a</i></b> <b><i>melodia certa numa flauta feita do osso de um assassino</i></b>, invoca um espírito dool e o prende ao seu serviço.
P	Trate-o como um seguidor. Só um espírito dool o servirá por vez.
ICON	icons/spirit.svg
H3	Espírito dool
P	<i>Espírito, aterrorizante, furtivo, ardiloso</i>
P	<b>HP</b> 13; <b>Armadura</b> 1 (amorfo)
P	<b>Dano</b> banquete de medo d6 (<i>mão</i>, <i>perto</i>, ignora armadura, desvantagem)
P	<b>Instinto</b> levar as coisas longe demais
P	<b>Qualidades especiais</b> impotente sob luz forte
P	• Perceber as dúvidas e preocupações da vítima
P	• Moldar som e sombra para inquietar e assustar
P	• Manifestar-se como os medos da vítima (ferido só por quem domina o próprio medo)
P	<b>Custo</b> medos novos e primorosos (Lealdade ◇◇◇ )
P	<b>HP</b>
