# playbooks-inserts · pl · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: pl
# source_sha256: 978f0e3cac18afd26b2610f48f3e0a078a9616c3fc70da8d9d2402fc35979bef
# title: Playbooki i Wkładki
# nav_label: Playbooki i Wkładki
# description: Playbooki i Wkładki (Playbooks & Inserts) w Stonetop: dziewięć playbooków bohaterów, wkładki i to, jak używać ich jako karty postaci.
PAGE	104
P	<b>Ten rozdział jest skierowany do graczy, ale</b> <b>MG też powinni go przeczytać!</b>
P	Zawartość tego rozdziału jest dostępna jako
P	pliki PDF w zestawie do gry do pobrania na www.lampblackandbrimstone.com. Zamieszczono je tu dla odniesienia, nie do użytku podczas gry.
H2	Playbooki
P	Gdy tworzysz BG do <i>Stonetop</i>, najpierw wybierasz swój playbook.
P	Każdy playbook zawiera zestaw wyborów, podpowiedzi i opcji, które wskazują na konkretny archetyp postaci, zostawiając zarazem miejsce, by twoja postać była wyjątkowa.
P	Twój playbook służy też jako karta postaci. Będziesz w nim śledzić cechy BG, osłabienia, bieżące HP i XP, ruchy i tak dalej. Playbooki zaprojektowano do druku dwustronnego i złożenia na pół, tak by tworzyły małą broszurkę.
P	Dziewięć standardowych playbooków to:
B	<b>Błogosławiony</b> (str. 105)
B	<b>Lis</b> (str. 109)
B	<b>Osiłek</b> (str. 113)
B	<b>Sędzia</b> (str. 117)
B	<b>Niosący Światło</b> (str. 121)
B	<b>Marszałek</b> (str. 125)
B	<b>Łowca</b> (str. 129)
B	<b>Poszukiwacz</b> (str. 133)
B	<b>Niedoszły Bohater</b> (str. 137)
PB
P	Wyjaśnienie każdego elementu playbooka BG znajdziesz w części <b>Twoja postać</b> (str. 50) w poprzednim rozdziale.
P	Każdy BG ma też co najmniej jedną <b>wkładkę</b>. Standardowe wkładki również zamieszczono w tym rozdziale, począwszy od str. 141.
H2	MG też ma playbook
P	Gdy pobierzesz zestaw do gry z lampblackandbrimstone.com, znajdziesz w nim także PDF z playbookiem MG – zbiorem zasad, map i narzędzi, do których MG może szybko sięgnąć podczas gry i przygotowań. To podsumowanie treści zawartych w innych miejscach tej księgi i w <i>Księdze II</i>, dlatego nie ma go w tym rozdziale.
P	Gdy masz pytania o konkretne ruchy lub inne elementy playbooka (jak działają, co dokładnie znaczy __, co się liczy jako „istota ciemności” itp.), przegadaj je z MG i innymi graczami. Zastanówcie się, co już zostało ustalone lub zasugerowane, i rozstrzygnijcie to wspólnie.
P	Nie zdziw się, jeśli MG odwróci takie pytania do ciebie. „No a <i>ty</i> jak myślisz, co się liczy jako istota ciemności?”
P	To nie pułapka ani sztuczka! To zaproszenie, byś <b>pomógł współtworzyć świat</b>. Odpowiedz tym, co wydaje ci się oczywiste albo ciekawe. Tylko bądź gotów, że ta odpowiedź może mieć trwały wpływ na to, jak ruch działa w waszej grze!
