# minor-thunderbolt-bow · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 5146230ac1ac533ed051ae2a06ef4b5a47f8067e52b187ae4c80ad6ad7627690
# title: 霹雳弓
# nav_label: 霹雳弓
# description: 霹雳弓（Thunderbolt Bow），石顶小秘宝：一把无弦的淡蓝金属弓，戴以太矿手套后拉出闪电箭。
PAGE	532
H3	一把没有弦的弓
P	◇，<i>魔法</i>
P	一把淡蓝色金属做成的短扁弓，即便没上弦也僵硬而优雅地弯曲。
P	甚至没有你可以<i>挂</i>弦的钩。
P	它似乎没什么用，但比眼见的更多。要解开它的奥秘，你必须……
C	……弄到一只正确调谐于弓的以太矿手套。
C	……学会启动弓的密词。
C	……用闪电为弓充能，有伤害弓或你自己的风险。
C	……花几周练习，过程中有各种附带损害的风险。
H3	霹雳弓
P	◇，<i>远距</i>，<i>强力</i>，<i>魔法</i>，<i>响亮</i>，<i>装填</i>，忽略护甲，◇ 还很充足，弹药不足，耗尽 ◇◇
P	当你<b><i>说出密词</i></b>时，弓启动并发出不祥的嗡鸣。当你然后<b><i>戴上以太矿手套，握住本该</i></b> <b><i>有弦的地方</i></b>时，两角之间出现一道噼啪的闪电。
P	当你<b><i>拉开闪电</i></b>时，本该有箭的地方凝成一道霹雳。它在一次深呼吸的过程中成形，之后你可以放箭。
P	你必须用闪电为弓充能来补充弹药。
P	当你<b><i>把闪电拉开至少</i></b> <b><i>十次深呼吸</i></b>时，耗尽弹药。你的下一箭造成+1d4伤害（+<i>范围</i>，+<i>危险</i>），但若你放箭掷出蛇眼，弓会爆炸（3d6伤害，<i>触及</i>，<i>范围</i>，<i>强力</i>，<i>响亮</i>）。
