# minor-chimeric-transmogrification · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: f6c0e221926acc7e9308ae5981a57388e7a965164b800d2e52ef536405c577f2
# title: 嵌合体变形术
# nav_label: 嵌合体变形术
# description: 嵌合体变形术（Chimeric Transmogrification），石顶小秘宝：绿领主的犊皮纸，把一种野兽的特征加到另一种身上。
PAGE	521
H3	一张绷紧的犊皮纸
P	◇◇，<i>易碎</i>
P	绷在木框上，这张旧犊皮纸写满绿领主精细回环的符记。图画显示生物变成带有其他野兽特征的样子。它似乎是某种法术的根基。
P	要解开它的奥秘并学会这道法术，你必须……
C	……辨读绿领主的符记。
C	……花几周研习并揣摩它们。
C	……在一头至少<i>小型</i>的野兽上试验，如山羊、猪或猎犬。你有杀死、致残或可怕地突变这头野兽、并可能使它发疯的风险。
H3	嵌合体变形术
P	当你<b><i>举起一块野兽的碎片（毛皮、骨头</i></b> <b><i>等）并对另一头念出嵌合体变形术的词语</i></b>时，掷 +INT：<b>10+</b>，法术奏效；<b>7-9</b>，法术奏效，但前提是你标记一项衰弱。
P	当<b><i>法术奏效</i></b>时，掷1d10+CON。若你的掷骰<b>等于或超过目标当前HP</b>，点名你所持野兽的一项特征——目标的形体扭曲折叠，获得该特征，直到他们睡上几个钟头。这经历令人迷失、惊恐；大多数野兽和人会恐慌。若你掷出<b>低于目标</b> <b>当前HP</b>，他们的形体吓人地扭曲折叠几秒，但他们抵抗住了变形。<b>无论哪种</b>，你所持的那块野兽碎片都会失去，萎缩成无。
