# minor-song-of-the-dool-trees · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 708816237c5629bdb107d82f29d5284d06b3fd28c1fda8c1095e2a8c707e2a80
# title: 杜尔树之歌
# nav_label: 杜尔树之歌
# description: 杜尔树之歌（Song of the Dool Trees），石顶小秘宝：一卷卷轴与一支骨笛，在杜尔树间召来杜尔精魂。
PAGE	514
H3	一卷卷轴与一支骨笛
P	◇，<i>魔法</i>
P	一卷字迹挤密、看似无意义文字的卷轴，带着一串图表般的图示。附有一支骨笛（来自人的手臂？）。音符显出是一种密码；图表也许是一首歌的记谱。
P	你可以解开卷轴与笛子的秘密，但是……
C	……你必须先辨读音符，这需要几周努力。
C	……第一次用笛子时，你有把曲子弄错、激怒杜尔精魂的风险。
H3	杜尔树之歌
P	当你<b><i>站在杜尔树间，用一支杀人犯的骨笛</i></b> <b><i>吹出正确的曲调</i></b>时，你召来一缕杜尔精魂并把它缚为你服务。
P	把它当作追随者。同一时间只有一缕杜尔精魂会为你服务。
ICON	icons/spirit.svg
H3	杜尔精魂
P	<i>精魂，骇人，潜行，狡诈</i>
P	<b>HP</b> 13；<b>护甲</b> 1（无定形）
P	<b>伤害</b> 以恐惧为食 d6（<i>近身</i>，<i>近战</i>，忽略护甲，劣势）
P	<b>本能</b> 把事情做得太过
P	<b>特殊性质</b> 强光下无力
P	• 感知受害者的疑虑与担忧
P	• 塑造声音与阴影来让人不安、恐惧
P	• 显现为受害者的恐惧（仅被战胜恐惧之人伤害）
P	<b>代价</b> 新的、精致的恐惧（忠诚 ◇◇◇ ）
P	<b>HP</b>
