# minor-the-angry-little-god · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 88d53588c10dc1a839f293567109e92fa9d5c061f1a36b7b986df544b1561987
# title: 愤怒的小神
# nav_label: 愤怒的小神
# description: 愤怒的小神（The Angry Little God），石顶小秘宝：一尊卡在石像里的自恋小妖精，当作追随者供奉。
PAGE	538
H3	一尊石偶像
P	◇，<i>粗陋，魔法</i>
P	发现于某洞穴或石窟深处，被根与碎石遮住，周围是干枯腐烂的供品。一个粗陋矮胖的东西，有负鼠般的冷笑脸、带刺的尾巴，耳朵是花。
P	这尊偶像其实是一个自恋的小妖精，卡在（躲着？固执地窝着？）石偶像的形态里。要解开它的“奥秘”并受其庇护，你必须……
C	……修复神龛，同时忍受它愤怒小神的辱骂。
C	……把它从嵌着的石与碎石中取出，有损坏/冒犯它的风险。
C	……骗偶像接受一份让它长久欠你的供品。价值1点盈余的食物和/或威士忌该够了。
H3	愤怒的小神
P	当你<b><i>把偶像放在显眼处并</i></b> <b><i>恳求它眷顾它卑微的仆人，</i></b>它醒来（但仍是惰性的）。把它当作追随者，尽管它几乎不认为自己是。
ICON	icons/fae.svg
H3	全能的蓟须
P	<i>妖精，微型，魔法，阴险，傲慢</i>
P	<b>HP</b> 15；<b>护甲</b> 6（石，韧性），对铁为2 <b>特殊性质</b> 惰性；离体的声音 <b>本能</b> 把辱骂堆给崇拜者
P	• 提出不合理的要求
P	• 吞噬食物的精华
P	• 感知某人闲散的念头/记忆
P	• 编织强大的幻象与幻觉（<i>近距</i>，<i>范围</i>）
P	• 变得无聊/气鼓鼓地睡着
P	<b>代价</b> 敬拜以及越来越大份的食物供品（忠诚：◇◇◇ ）
P	<b>HP</b>
P	起始为15
