# minor-staff-of-magnetism · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 8cc5cdae8c1c13fa439033cfa8f8683c699c1b57c54e223b26cca235dfe23f8f
# title: 磁力法杖
# nav_label: 磁力法杖
# description: 磁力法杖（Staff of Magnetism），石顶小秘宝：一根箍铜的黑橡杖，充入闪电后可感应并移动铁。
PAGE	531
H3	一根箍铜的杖
P	◇，<i>魔法</i>
P	一根短杖，大约4英尺高，向尖端收细，黑橡木做成，带着奇异的金属光泽。上面饰着十几道箍，是锈蚀的铜，覆着铜绿，有的地方正在碎裂。箍上压印着权能符文，有些已经磨损或被遮住。
P	法杖仍刺痛着力量。要解开它的奥秘，你必须……
C	……弄清缺失与损坏符文的形状。
C	……用压印符文的以太矿新箍替换旧箍。
C	……在闪电贯过法杖时抓紧，调谐其魔法（你有严重灼伤或至少退缩松手的风险）。
C	……花几天用充能后的法杖练习。
H3	磁力法杖
P	电荷：◇◇◇
P	当<b><i>闪电贯过法杖，</i></b>它持有
P	3点电荷（最多3）。
P	当<b><i>法杖持有电荷，而你把意志与感官</i></b> <b><i>经它聚焦</i></b>时，你可以感知<i>近距</i>范围内的铁、钢、钴与镍，并缓慢笨拙地移动这些物件。你只能操纵单手能举起的物品。
P	当你<b><i>动用储存在法杖中的</i></b> <b><i>力量</i></b>时，选1项：
B	把效果延伸到最远<i>远距</i>
B	快速突然地移动物品，快到足以攻击或防御（<i>危险</i>）
B	操纵一件相当大质量的物件，最多你能硬举的重量
P	每次你动用法杖的力量，掷
P	1d6。若点数高于法杖当前的
P	电荷，它失去1点电荷。
P	48
