# minor-ffyrnig-tonic · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 0913f5061658f0fcb9c447c7ba1526ce830d30ab3beb5eff7f042c5afd2bcf85
# title: 费尔尼格补剂
# nav_label: 费尔尼格补剂
# description: 费尔尼格补剂（Ffyrnig Tonic），石顶小秘宝：从巨木球上的图画学来的配方，用野猪胆汁腌费尔尼格根。
PAGE	513
H3	一个巨大的木球
P	<i>无法携带</i>
P	半埋着，大半被草木覆盖，大约4英尺宽，重达数百磅。
P	它保存得出奇完好，饰着精细的图画文字。附近还有几个球在腐烂。
P	图画描绘某种配方，你可以学会，但必须……
C	……先把球挖出并清洗。
C	……花数周研习符记。
C	……弄到一些新鲜的费尔尼格根。
C	……弄到一头野猪的胆汁。
P	然后……
C	……你有把配方弄错的风险，而且是致命的错。
H3	费尔尼格补剂
P	当你<b><i>把新鲜费尔尼格根在野猪胆汁悬浮液中腌满两个满月</i></b>时，它变成一皮囊费尔尼格补剂（3次，<i>魔法</i>）。
P	当你<b><i>喝下一剂费尔尼格补剂，</i></b>选1项：
B	回复等于最大HP一半的HP
B	清除一项衰弱
P	此外，你下一次采取大胆、体力行动的掷骰获得优势。但在你采取这样的行动之前，任何需要
P	耐心、谨慎或思虑的掷骰处于劣势。
P	当你<b><i>在好好睡一晚之前喝下第二剂费尔尼格补剂</i></b> <b><i></i></b>时，它除了让你生病（标记一项衰弱）外没有效果。
P	12
