# minor-revealing-light · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 487e7d52bf295acc0057955932fb09a6bf89af672a340ae3a9da0aac8b6e8300
# title: 揭示之光
# nav_label: 揭示之光
# description: 揭示之光（Revealing Light），石顶小秘宝：一盏金酥油灯，用秘方猛犸黄油照出精魂与谎言。
PAGE	527
H3	一盏金酥油灯
P	◇◇ <b>，</b> <i>魔法</i><b>，</b> <i>美丽</i><b>，</b> <i>触及</i><b>，</b> <i>范围</i>
P	一盏过大、装饰华丽的灯，形如宽杯的圣杯，像北方仪式里用来烧猛犸黄油的那种灯。
P	它值一大笔钱（价值4），但比眼见的更多。要解开它的秘密，你必须……
C	……向霜领主的一名弟子（或他们的一处知识宝藏）请教，学会让灯运作的配方与真言。
C	……弄到灯中所烧澄清猛犸黄油的特殊原料（价值1）。
C	……第一次点灯并念出咒语时，有引起一名或多名怨灵注意的风险。
H3	揭示之光
P	当你<b><i>花一天按秘方准备特殊</i></b> <b><i>原料</i></b>（价值1）<b><i></i></b> <b><i></i></b>时，你做出一 ◇ 罐魔法黄油（◇◇◇
P	◇◇ 小时）。
P	当你<b><i>用魔法黄油点灯</i></b> <b><i>并吟诵真言</i></b>时，只要你继续吟诵，灯就放出苍白、无热的光。
P	在这光里：
B	活跃的精魂可见，即便它们并未显现
B	幻象、幻魅与帷幕被剥去
B	变形者显出本相
B	隐藏之物放出明亮光晕
B	说出的谎言可见为贴近地面的黑烟 可惜，这光会招来附近任何怨灵（或其他饥渴的不死精魂）的怒火。
P	40
