# minor-the-silver-branch · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 88dbdbb19f445be3b72e015b265165d528372dff6428ba4189090648b9be3e18
# title: 银枝
# nav_label: 银枝
# description: 银枝（The Silver Branch），石顶小秘宝：一张藏宝图，通向妖精领域中一棵银树的枝条。
PAGE	538
H3	一张藏宝图
P	<i>易碎</i>
P	一张破烂的羊皮纸碎片。它显示从某一组立石出发的路径：穿过沼泽，沿河而上，到瀑布后面一处，再穿过剑锋般的树林。
P	周围潦草地写着森林之民符记，但尽头：一棵银树，X标着地点。
P	要解开地图的奥秘并取得尽头的奖赏，你必须……
C	……找到标示路径起点的立石。
C	……按地图走到瀑布。
C	……进入那之外的妖精领域。
C	……穿过剑树之林。
C	……有落入银树催眠法术的风险。
C	……从银树上取下一根枝。
C	……再回家。
H3	银枝
P	◇，<i>魔法</i>，<i>美丽</i>
C	◇ 新鲜，◇ 凋萎，◇ 光秃 一两米长，缀着白花和叮当作响的金果。出奇坚韧，除非使用其力量，否则会无限期保持新鲜。同一时间只有一根这样的枝能离开妖精领域。
P	当你<b><i>摇响银枝</i></b>时，所有听见它的人（<i>触及</i>，<i>范围</i>，除你以外）充满极乐，几个钟头内忘记烦恼。掷 +CHA：
P	<b>10+</b>，选1项；<b>7-9</b>，选1项且GM另选1项；<b>6-</b>，全部3项。
B	枝开始凋萎；若已经凋萎，则变得光秃，力量尽失
B	有些人（GM选谁）极乐几天或几周，其间变得虚弱可怜
B	有些人（GM选谁）变得执迷于再听见它叮当作响
