# minor-fear-of-the-flame · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: e0036e18eab23510943f7e73c7b546369103b85f2ec11ba048a03f9b327a176e
# title: 惧火
# nav_label: 惧火
# description: 惧火（Fear of the Flame），石顶小秘宝：一张火焰纹地毯，让你握有可释放的原始之怖。
PAGE	512
H3	一张织工华丽的地毯
P	◇◇，<i>魔法</i>
P	展开约1.2米乘2米，织着风格化的火与焰的图案。织纹里可见闪烁的匠造者符文，总是对不准焦，却暗示着力量。
P	你可以解开这张地毯的秘密，但必须先……
C	……被火留下印记，在燃烧的恐慌或疼痛中迷失自己。
C	……然后，在地毯上花数周冥想，研习如今清晰的符文。
C	……让自己被可怖的火焰灼伤，拒绝喊出，并战胜恐惧。
H3	惧火
P	热：◇◇◇◇◇◇
P	当你<b><i>在地毯上花大约一小时，冥想一切自然之物对火的</i></b> <b><i>恐惧</i></b>时，你持有恐怖并标记1点热。
P	◇ <b>恐怖</b>：当你<b><i>释放你所持的</i></b> <b><i>恐怖</i></b>时，所有看见你的人会像惧怕太古之焰那样惧怕你，直到你解散效果。
P	当你<b><i>解散效果</i></b>时，掷1d6。若点数低于你的热，则清除全部热，你痛苦地显现与火焰联系的永久迹象：起疱的疤、发红的皮肤、发光的眼睛、硫磺气味等。
P	当<b><i>一季过去而你没有释放</i></b> <b><i>恐怖</i></b>时，热降低1。
