# minor-preserving-runes · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: f26f9cb27369d3bec8856f18ffaa88e916cdcb2ef087c1b006fe580f0e442458
# title: 保存符文
# nav_label: 保存符文
# description: 保存符文（Preserving Runes），石顶小秘宝：一座无时之库，教你描符文以免尘、腐与锈。
PAGE	518
H3	一座无时之库
P	<i>魔法</i>
P	在丘陵或山中高处，一对巨大石门嵌进山坡。外面的标记已经褪色、覆着地衣。门没锁；一扇微微开着。里面，库室及其内容未被时间触及，无尘无霉。显然有魔法在起作用。
P	要解开此地静止的秘密……
C	……找到并揭示锚定魔法的隐藏符文。
C	……花几个钟头抄写它们，有出错的风险。
C	……花数周在物件上描这些符文，直到它们银光闪过然后消失。
H3	保存符文
P	当你<b><i>沿着一间房间或容器的内侧</i></b> <b><i>描这些符文</i></b>时，它们银光闪过然后褪去，使内容免于尘、腐、锈等。失去1 HP，下列每项为真再+1 HP：
B	容器/房间任一维度超过一两米
B	容器可携带（否则，若被移动效果结束）
B	效果无限期持续，只要符文完好（否则，房间/容器密封时开始，启封时结束）
P	符文就位后，掷 +CON：<b>10+</b> <b></b>，你正常回复失去的HP；<b>7-9</b>，你不能回复失去的HP，直到一季过去<i>或</i>效果结束，以先到者为准；<b>6-</b>，你不能回复失去的HP，直到效果结束
P	然后再过一季（并且不要标记XP）。
