# minor-baleful-utterance · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 8742d561268dea99e5ba8be2dc82641c2cfd72ffb8fff8d40c4f2a95fbf4f62e
# title: 凶咒之言
# nav_label: 凶咒之言
# description: 凶咒之言（Baleful Utterance），石顶小秘宝：一个飘在符文环中的词，说出口便能把物件拆毁。
PAGE	530
H3	一个低语的……词？
P	<i>魔法</i><b>，</b> <i>无法携带</i><b>，</b> <i>骇人</i>
P	避开日光，在一圈符文里，有一个……词？……浮在空中。扭动、蠕动，渴望自由，低语着力量的许诺。但环绕它的符文让你充满恐惧。
P	要解开它的秘密，你必须……
C	……战胜恐惧，强迫自己抓住它、把它纳入体内。
C	……在它摧残你的身体与灵魂、试图把你拆毁时抓紧（2d6伤害，<i>狼藉</i>，忽略护甲）。
C	……花数周独处，把如今住在你脑中的这个可怖之词纳入心智。
C	……练习把这可怖之词说出声时，有腐化你所在之地、摧毁财物及附近一切的风险。
H3	凶咒之言
P	当你<b><i>说出这可怖之词</i></b>时，点名你的声音能及的一件物件——它碎裂、解体，或以其他方式被拆毁。
P	然后掷 +CON：<b>10+</b>，选1项；<b>7-9</b>，选1项且GM另选1项；<b>6-</b>，选1项，外加GM所说的其他事；<b>无论哪种</b>，若你毁掉的物品是<i>不可摧毁</i>的，再选1项。
B	你的喉咙灼痛，舌头起疱；标记<i>沮丧</i>，几天内几乎只能低语。
B	你的耳朵以及所有听见此词之人开始流血（1d4伤害，忽略护甲，暂时耳聋）。
B	GM选择的另外1d4件物件也碎裂/解体/被拆毁。
B	此地被地底之物腐化；若本已腐化，则变得更糟；否则，它现在是一处遭人回避之地，不安而不宁。
