# minor-goldleaf-cloak · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 0ffdc246939001d8a9fe743d0a27e8171dfed39a346cb88c5aef682be0075389
# title: 金叶斗篷
# nav_label: 金叶斗篷
# description: 金叶斗篷（Goldleaf Cloak），石顶小秘宝：一片黄金橡树的巨叶，鞣成合身斗篷，护住生命力。
PAGE	517
H3	一片巨大的橡叶
P	◇，<i>魔法</i>
P	大约6英尺长，蜡质而硬挺，闪着金色虹彩。这真是黄金橡树的叶子吗？
P	你可以把这片叶子做成一件奇妙的斗篷，但要做到，你必须……
C	……得知它的制作秘密（从一名妖精、一缕荒野精魂，或也许达努所宠爱的一名仆人）。
C	……用石灰水、乌鸦粪、一头洞熊的脑，以及你自己的血的混合物来鞣这片叶子。
C	……让一位技艺<i>卓异</i>的裁缝按你的精确尺寸裁好。
H3	金叶斗篷
P	◇，<i>保暖</i>，<i>魔法</i>
P	当你<b><i>穿着一件由你自己鞣制、并按你</i></b> <b><i>精确尺寸裁好的</i></b> <b><i>金叶斗篷</i></b>时，下列全部为真：
B	你免疫抽取、窃取或熄灭你活力、能量或生命力的效果。
B	你免疫平息或抑制你情绪的效果。
B	你被持续的金光环绕（<i>近身</i>，<i>范围</i>），几乎不可能隐藏。
P	当你<b><i>死去并被埋入土中，</i></b> <b><i>裹着你的金叶斗篷</i></b>时，你如葬在黄金橡树根下一般复活。不过，你的斗篷会腐成腐殖与碎片。
