# minor-cold-mind-iron-body · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 2ec884aaa4d10c054e5918043da576e12fc29e02a1fd523c755f1542f1aec28b
# title: 冷心铁体
# nav_label: 冷心铁体
# description: 冷心铁体（Cold Mind, Iron Body），石顶小秘宝：一串霜领主念珠，让你以禁食与冥想积蓄准备。
PAGE	526
H3	一串念珠
P	◇ <b>，</b> <i>魔法</i><b>，</b> <i>美丽</i>
P	一根将近10英尺长的绳，串着青铜珠。每颗珠雕着不同的符记，以及一个独特的冥想姿势。
P	若你用手指抚过珠子，会感到一种静止——但也有无情的审判之重。
P	要解开念珠的秘密，你必须……
C	……辨读珠上压印的霜领主符记。
C	……学会伴随念珠的冥想咏唱（从一处知识宝藏或某个知晓之人处）。
C	……花上一季独处，赤身禁食，用念珠冥想，冒着疾病、事故与灾祸的风险。
H3	冷心铁体
P	准备 ◇◇◇
P	当你<b><i>通过独处、禁食、用念珠冥想来积蓄</i></b>时，持有准备（按积蓄行动）。
P	当你<b><i>至少持有1点准备</i></b>时，你每晚只需睡一小时，无需<i>保暖</i>衣物也能忍受寒冷，旅行或扎营时不必消耗补给品或口粮。如此艰苦生活大约十天后，失去1点准备。
P	此外，你可以花费1点准备来：
B	在掷出之后给任何掷骰加+1（每次掷骰最多+1）
B	清除一项衰弱，或拒绝标记一项
B	完成一项极度耐力的壮举
B	忽略一种元素能量来源的伤害（火、寒、闪电等）
