# minor-darkwalker-cloak · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 8ac78e1f14b557df9963a575256b7d19a6ea1144456c83edcbac938390b56a57
# title: 暗行斗篷
# nav_label: 暗行斗篷
# description: 暗行斗篷（Darkwalker Cloak），石顶小秘宝：一件黑毛皮，用你自己的血充能，受伤时化作霜影。
PAGE	528
H3	一件破烂的毛皮斗篷
P	◇ <b>，</b> <i>保暖</i><b>，</b> <i>魔法</i>
P	某种未知黑毛野兽的皮。鬃毛僵硬，附近的空气总是发冷。
P	当你<b><i>披上这件斗篷</i></b>时，你能忍受最凛冽的严寒，能在最深的阴影里看见，但强光刺痛你的眼睛，连营火的温暖也几乎难以忍受。
P	这破烂毛皮当然不止于此。要解开它的秘密，你必须……
C	……连续穿七昼夜。
C	……在无月之夜跟踪一头温血野兽，把它的血涂在毛皮上。
C	……穿着毛皮时承受（或自己造成）一处重伤，用自己的鲜血浸透它。
H3	暗行斗篷
P	充能 ◇◇◇◇
P	当你<b><i>割开自己的血管，用自己的鲜血</i></b> <b><i>浸透毛皮，</i></b>失去1d8 HP并标记一项衰弱。若斗篷没有充能，它获得1d4点充能。伤口的疤是刺目的白，永不消退。
P	当你<b><i>穿着暗行斗篷承受一击或</i></b> <b><i>身体伤害</i></b>时，它失去1点充能，你化作一团阴影。你到底没有受伤，可以扑飞几秒再成形。你在这阴影形态中触碰的一切都覆上白霜。若毛皮没有充能，此效果不触发。
P	当<b><i>直射日光或圣光触及</i></b> <b><i>暗行斗篷，</i></b>或<b><i>除你以外的任何人穿上它</i></b>时，它失去全部充能。
