# minor-sigil-of-authority · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 9fb537b74cbb2de4a1e813a21de809cd962a474839fb4f8b02e6d33088e903eb
# title: 权柄印记
# nav_label: 权柄印记
# description: 权柄印记（Sigil of Authority），石顶小秘宝：一枚银色印章戒指，把追随者的忠诚换成权柄。
PAGE	535
H3	一枚银色印章戒指
P	<i>魔法，美丽</i>
P	一枚白金属戒指，不锈不暗，戒面刻着一个符记。这符号在你注视下蠕动，仿佛存在于你无法感知的更多维度。戒指当然完美合你的手指。
P	要解开戒指的奥秘，你必须……
C	……花上一季戴着戒指并凝思这符记。
C	……习惯戴戒指带来的头痛与恶心。
C	……花费1点追随者的忠诚来为戒指充能。
C	……尝试用戒指影响一名追随者，有永远掌握不了其力量和/或疏远追随者的风险。
H3	权柄印记
P	权柄：◇◇◇
P	当你与社区中的一员<b><i>加深羁绊</i></b>时，你可以选择持有
P	+1权柄（最多3）来代替追随者持有+1忠诚。若你<b><i>摘下戒指</i></b>，失去全部权柄。
P	当你<b><i>在持有权柄时说服追随者</i></b>时，你拥有优势。
P	你可以1换1地花费权柄来：
B	把自己裹在威严中最多几分钟，吸引全部注意，震慑意志薄弱者，并以所有人都能听见的声音说话（<i>远距</i>，<i>范围</i>）
B	意志在场的某人按你的意愿去做，试图不用言语说服他们
B	让附近的一名追随者替你承受一次攻击，如同他们因守护而持有戒备
