# minor-sanctifying-mark · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: be2f4732f46299b0fcc0eac23b36eddd1b1727c923c31ddded33c7a14d5a95d6
# title: 圣化印记
# nav_label: 圣化印记
# description: 圣化印记（Sanctifying Mark），石顶小秘宝：费里尔沼泽中一座倾颓的拱门，钥石上的印记驱走邪恶。
PAGE	520
H3	一座倾颓的拱门
P	<i>魔法</i>
P	在费里尔沼泽一处罕见的干地上，被污秽围困，有一座古拱门仍——不可思议地——立着。地衣与苔藓长得又厚又旺，但钥石仍清晰，刻着一个让眼睛发酸、驱走邪恶的印记。
P	你可以学会圣化印记的秘密，但要做到，你必须……
C	……在新鲜干净的水中净化自己。
C	……平静心智，凝视印记，并掷 +WIS：<b>10+</b>，印记变得清晰；<b>7-9</b>，再静观几天后印记会变得清晰；
P	<b>6-</b>，这印记超出你的学习能力。
C	……花几天记住并练习这印记。
H3	圣化印记
P	当你<b><i>用圣化</i></b> <b><i>印记标记一件物件</i></b>时，它驱退黑暗、混沌与死亡的存在。每次你放置印记，你的一部分（眼、发、皮肤、舌等）会变得更苍白，最终变成刺目的白。
P	当一个<b><i>黑暗、混沌或死亡的存在首次</i></b> <b><i>试探你印记的力量</i></b>时，掷 +INT：<b>10+</b>，只要你的印记未被侵犯，所有此类生物都被挡在外面；<b>7-9</b>，此类生物感到逃离的冲动，暂时被挡住，但强大的存在可以强迫自己无视它。
