# minor-ice-weaving · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 694cfeb77f5ccbbcfcdbed536d559696a7e4b121898a35789b2be85f19370169
# title: 织冰
# nav_label: 织冰
# description: 织冰（Ice Weaving），石顶小秘宝：一部超大的霜领主抄本，教你以生命力凝出暗冰。
PAGE	515
H3	一部超大的抄本
P	<i>无法携带</i>，<i>易碎</i>
P	一本书，大约2英尺乘3英尺，合上时刚过6英寸厚。封面是银色雪松木板。内页是上等犊皮纸，从某种巨兽的皮绷成。
P	书页满是书法，大而精确，有许多图示冥想姿势，以及与热、水、冰相关的奇异几何图案。
P	要解开抄本的奥秘，你必须……
C	……辨读以霜领主字母一种形式写成的文字。
C	……花数月研习文本并练习其中的技法。
C	……在掌握它们时有永久损害健康的风险。
H3	织冰
P	当你<b><i>意志令暗冰成形</i></b>时，失去1 HP，你每想要下列一项再+1
P	HP：
B	足够做一堵小墙或包裹一个人（否则最多◇◇）
B	硬如石头
B	对精魂也是实体，能阻挡/伤害/妨碍它们 然后，掷 +CON：<b>10+</b>，选2项；<b>7-9</b>，选1项，或选2项再失去2 HP。
B	它成形很快，甚至猛烈（否则需要几分钟甚至几小时）
B	它在最远<i>近距</i>成形（否则只在<i>近身</i>距离成形）
B	其形状可以如你想象的那般精细（否则只是一块粗陋的块）
P	冰持续到被打破、被强热融化，或你让它融化。它持续期间你不能回复所花费的HP。
