# minor-impudent-polymorph · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: d418e372accf9b344648e18b2c42a0474738ed2bbc2ebe54bb17cc7637273425
# title: 无礼变形
# nav_label: 无礼变形
# description: 无礼变形（Impudent Polymorph），石顶小秘宝：一只绑定绿领主精魂的紫杉木罐，打断其来世以改变你的形体。
PAGE	525
H3	一只大木罐
P	◇◇ <b>，</b> <i>笨重</i><b>，</b> <i>易碎</i><b>，</b> <i>魔法</i>
P	75厘米高，紫杉雕成，盖子形如一头有角的狮，用蜡封着。
P	表面开裂，插着红晶碎片。你触摸它时，能感到极大的恼怒，以及一丝恐惧。
P	要解开这只罐的奥秘，你必须……
C	……用自己的鲜血洗它的表面（失去1d10 HP并标记一项衰弱）。
C	……与绑定于此罐的那位傲慢绿领主的精魂交感。
C	……学会用红晶折磨绿领主的精魂。
C	……说服被缚的绿领主精魂改变你的形体。
P	若<b><i>罐子被打开</i></b>，其全部魔法都会失去。
H3	无礼变形
P	怒火 ◇◇◇◇◇◇◇◇◇
P	当你<b><i>打断绑定于罐中的绿领主的田园来世</i></b> <b><i>并要求它</i></b> <b><i>改变你的形体，</i></b>描述改变，并尽你敢选多少选多少：
B	改变持续到你愿意为止（否则，持续到你在一项行动上掷出6-）
B	改变迅速而容易（否则，需要几分钟甚至几小时）
B	你很快适应新形体（否则，标记一项衰弱）
B	选你的两项属性；交换它们的数值直到改变结束
P	然后掷 +CHA：<b>10+</b>，精魂如你所求施行改变；<b>7-9</b>，它施行改变，但你获得等于所选数目的怒火；<b>6-</b>，精魂反抗并摧残你的身体，你每持有1点怒火造成1d10伤害。若你活下来，清除全部怒火。
