# minor-the-drowning-scale · zh-Hans · translation of the English book text.
# Generated by i18n/corpus_xlate.py apply — edit the work file, not this.
# lang: zh-Hans
# source_sha256: 5beff948e9dbf102fd2bef570c1cf45dde2c9eb8f637f152d716cb48c8ec7601
# title: 溺水鳞片
# nav_label: 溺水鳞片
# description: 溺水鳞片（The Drowning Scale），石顶小秘宝：一枚湿冷的鳞片坠饰，吸入临终之息换取抗寒与闭气。
PAGE	518
H3	一枚古怪的坠饰
P	<i>魔法</i>
P	一根简单皮绳上的古怪护符，像一片闪光材料的鳞。摸着又冷又黏。你第一次戴上时，附近所有人都冷得发抖。不久之后，你开始听见沙哑、吸气般的低语。
P	要解开坠饰的秘密……
C	……不停地戴满一个太阴月，诚实回答它的问题。
C	……把自己按在水下直到有溺水的风险。
C	……溺死另一个人，把他们最后的喘息献给坠饰。
H3	溺水鳞片
P	气息：◇◇◇
P	当你<b><i>俯向一个垂死者，吸出</i></b> <b><i>他们最后的气息，再把它吹进坠饰</i></b>时，掷 +CON：<b>10+</b>，持有+1气息；<b>7-9</b>，选1项：
B	持有1点气息，但它撕扯你的肺；标记<i>沮丧</i>并承受一阵厉害的咳嗽。
B	坠饰贪婪地吸入最后的气息，变得更冷，叹息一声；可惜，你没有得到好处。
P	只要你持有气息，你便不受极寒影响、不受其伤害。花费1点气息可以不呼吸长达一小时。
P	当你<b><i>摘下坠饰</i></b>时，失去你所持的任何气息。
